,Compound,Phase,Band gap (eV),HSE-gap (eV),VBM absolute (eV),CBM absolute (eV),HSE vacuum level (eV),HSE VBM absolute (eV),HSE CBM absolute (eV)
102,SnSe,SnSe_2,0.892375,1.477125,-4.30591178814,-3.40616178814,2.8460934456299998,-4.692155945630001,-3.2150309456299997
103,SnTe,SnTe_0,0.684918367347,1.26742857143,-4.11825112426,-3.4264143895630004,2.79730877744,-4.4775230631500005,-3.2100944917259997
104,SnTe,SnTe_1,1.9042077922099998,2.64214285714,-5.424136204990001,-3.51172062057,2.2510598585299997,-5.9681312871,-3.3259884299599998
105,SnTe,SnTe_2,0.796929824561,1.3203333333299998,-4.1734766282010005,-3.369616979079,3.20870261566,-4.48736928233,-3.1670359489932998
106,PbO,PbO_0,2.3465,3.4735161290300005,-4.64727006049,-2.29127006049,2.99758066003,-5.36483872455,-1.89132259551
107,PbO,PbO_1,1.71013333333,2.0126363636400004,,,,,
108,PbO,PbO_2,2.21375221239,3.29035714286,-4.53655478328,-2.313050358501,3.18630009684,-5.25697866827,-1.96662152541
109,PbS,PbS_0,1.6414611872100002,2.40055555556,-4.46516427172,-2.816241897295,2.42851996121,-4.97429773899,-2.573742183432
110,PbS,PbS_1,2.06177350427,2.8725,-6.357360276310001,-4.28681326777,2.44842051991,-6.96317051991,-4.09067051991
111,PbS,PbS_2,1.6894755555599998,2.40162962963,-4.50184778517,-2.8048966740544,2.8889839788300002,-4.90079879364,-2.499169164015
112,PbSe,PbSe_0,1.2803583815000001,1.95490909091,-4.49891558565,-3.2111988226470003,2.30553957059,-4.94499411604,-2.9900850251350004
113,PbSe,PbSe_1,1.8926820276499998,2.55852,-5.976504834759999,-4.07514077946,2.2433449645400003,-6.51010496454,-3.95158496454
114,PbSe,PbSe_2,1.34535164835,1.95272727273,-4.53819663169,-3.1854933349879997,2.65416577901,-4.9485294153699995,-2.995802142646
115,PbTe,PbTe_0,1.26796685083,1.8719999999999999,-4.58659939656,-3.3116656949010004,2.70796060924,-5.03196060924,-3.15996060924
116,PbTe,PbTe_1,1.62102487562,2.3468400000000003,-5.32893318825,-3.6998834370099996,2.42436331267,-5.85228331267,-3.5054433126699998
117,PbTe,PbTe_2,1.32296296296,1.8005714285699999,-4.61625828333,-3.2863323574070002,3.0764900336000003,-4.98577574789,-3.185204319314
118,BOF,BOF_0,8.698137637030001,11.0574782609,-10.32257267262,-1.6244607504800004,3.32725154677,-12.02976583248,-0.9767372610600004
119,BOCl,BOCl_0,2.48245692884,4.03607142857,-5.3125224632000005,-2.830134403499,3.2799346958899998,-6.26183124761,-2.23503814417
120,BOCl,BOCl_1,1.4122137931,2.64211764706,-4.81614973836,-3.40406754658,2.0933504382900003,-5.50968377162,-2.883017104957
121,BOBr,BOBr_0,2.9165696969700003,4.3509375,-6.3854782608599985,-3.468961644543,2.71161799952,-7.26170890861,-2.9185270904290004
122,BOBr,BOBr_1,0.0,0.0,-2.73280356291,-2.73280356291,3.9139079031099997,-2.51839188311,-2.51839188311
123,BOI,BOI_1,0.0,0.0,-3.12748851505,-3.12748851505,4.878703460590001,-3.01769137059,-3.01769137059
124,BSF,BSF_0,4.1090675990699985,5.44840540541,-7.7596921546500015,-3.650668898833,3.32612489353,-8.736151209319999,-3.2950985777405
125,BSCl,BSCl_0,2.89318226601,4.23157894737,-6.601261989849999,-3.70811456971,2.4658850561200003,-7.5119619792,-3.285808133043
126,BSCl,BSCl_1,2.66568047337,3.852625,-6.0413826769300005,-3.3757484586455,3.48675302123,-6.8486318091100005,-3.002874233351
127,BSBr,BSBr_0,1.56983111111,2.7486,-5.49203078607,-3.9222608745699996,2.39155980677,-6.364444422150002,-3.62367519139
128,BSBr,BSBr_1,1.42819354839,2.52452380952,-4.80983615732,-3.381723857857,3.2292558728900005,-5.517028600160001,-3.002483145617
129,BSI,BSI_0,0.5622289156629999,1.0743333333299998,-4.41318949389,-3.8511180653099997,2.74947510467,-4.889375104669999,-3.8345751046699994
130,BSI,BSI_1,0.0,0.0,-3.88875686268,-3.88875686268,2.95019217231,-3.73685384231,-3.73685384231
131,BSeF,BSeF_0,3.51077419355,4.67925,-6.72314051702,-3.2124166564400003,2.08718448211,-7.552639027560001,-2.8817299366549998
132,BSeCl,BSeCl_0,2.9638173302099995,4.09578947368,-6.30883210512,-3.3450470584,2.17261284276,-7.030382073529999,-2.9398436119910003
133,BSeCl,BSeCl_1,2.66221264368,3.7644375,-6.02096842596,-3.358799371519,3.1257405030400003,-6.7321041394000005,-2.974376866676
134,BSeBr,BSeBr_0,2.17438080495,3.24251612903,-5.69818226095,-3.5238427547700004,2.1117320473900003,-6.421919547389998,-3.18554454739
135,BSeBr,BSeBr_1,1.80076033058,2.78416666667,-5.26021705509,-3.459517466611,2.92328001436,-5.83208001436,-3.05648001436
136,BSeI,BSeI_0,0.677788461538,1.69425,-4.507179596309999,-3.82951292965,2.4443759365599997,-5.1869641718500015,-3.5037877012700003
137,BSeI,BSeI_1,0.315,0.912857142857,-3.934061489351,-3.619379671169,3.3014869589,-4.3592369588999995,-3.4717369589
138,BTeF,BTeF_0,2.22423140496,3.08638095238,-5.66253102783,-3.4383746492300005,2.51050929401,-6.2406002031,-3.1664183849190004
139,BTeF,BTeF_1,1.96464646465,2.85666666667,-6.20842259666,-4.243874857963,3.3853874363800003,-6.870703225849999,-4.029071646906
140,BTeCl,BTeCl_0,2.35430113636,3.2467741935500003,-5.67329143155,-3.31902797545,2.29765024815,-6.292962748150001,-3.0523377481500003
141,BTeCl,BTeCl_1,1.83456,2.63369565217,-5.60977717762,-3.775275185584,3.3807055178900005,-6.12466385122,-3.4997471845569996
142,BTeBr,BTeBr_0,2.07271604938,2.9054482758599995,-5.500702951220001,-3.42802602814,2.24212277152,-6.107722771520001,-3.20852277152
143,BTeBr,BTeBr_1,1.53508333333,2.34161904762,-5.2232368114500005,-3.6882183782699998,3.2108085587299997,-5.848990376910001,-3.5166267405480003
144,BTeI,BTeI_0,1.18562376238,2.064,-4.81572682154,-3.6301603190800007,2.50321768743,-5.4564785570000005,-3.3999568178649997
145,BTeI,BTeI_1,0.621957446809,1.40307692308,-4.225666922396,-3.603845869764,3.4374848507999998,-4.7803419936600005,-3.3906277079429
146,AlOF,AlOF_0,5.2776159292,7.518396226419999,-10.57528994902,-5.2977069101600005,2.6058896628099997,-12.32905632948,-4.81572299614
147,AlOCl,AlOCl_0,2.8146547619,4.3198484848500005,-7.0888237183200005,-4.27421837708,2.8793178435400004,-8.14111196119,-3.8285237258929996
148,AlOCl,AlOCl_1,0.968943396226,2.2236,-5.56056339758,-4.591787696643,3.8934842473400004,-6.4981092473399995,-4.29085924734
149,AlOBr,AlOBr_0,1.58037696335,2.90181818182,-5.71658052744,-4.13628886078,3.01290092323,-6.62555309714,-3.734248749317001
150,AlOBr,AlOBr_1,0.036000000000000004,0.0,-4.28817494743,-4.258174947430001,3.6156400771800006,-4.391003307180001,-4.391003307180001
151,AlOI,AlOI_1,0.0,0.0,-3.4050840614499998,-3.4050840614499998,4.30451385524,-3.4686814752399995,-3.4686814752399995
152,AlSF,AlSF_0,4.61357552581,5.95072727273,-8.808300619430002,-4.19475863469,2.17858987034,-9.84707875923,-3.90210098145
153,AlSCl,AlSCl_0,3.86699831366,5.22346153846,-7.88233148742,-4.01535505644,2.17902432131,-8.94992998169,-3.7301186609300006
154,AlSCl,AlSCl_1,3.5992828685300005,4.95547826087,-7.4582905432,-3.859036070039,3.21651456732,-8.438557120510001,-3.4874720141289997
155,AlSBr,AlSBr_0,2.90663755459,4.03151219512,-6.843855777919999,-3.93724575614,2.08712965024,-7.71865345976,-3.69160584072
156,AlSBr,AlSBr_1,2.45293714286,3.7074,-6.19394722755,-3.741049791651,3.01838974698,-7.03680641365,-3.334973080313
157,AlSI,AlSI_0,1.5830846153799998,2.59496296296,-5.55650925435,-3.9734709401699995,2.36809403528,-6.32437974957,-3.73580832099
158,AlSI,AlSI_1,0.725185185185,1.7325,-4.66801522315,-3.9429510029680004,3.25152710975,-5.34211534504,-3.620938874456
159,AlSeF,AlSeF_0,4.044395248380001,5.26061538462,-7.936272420669999,-3.89191466205,2.3774568164099996,-8.800556816410001,-3.5463568164100003
160,AlSeCl,AlSeCl_0,3.83188026981,4.9816,-7.650144180090001,-3.81828559423,1.9760561996500001,-8.470977768280001,-3.49313463102
161,AlSeCl,AlSeCl_1,3.41502474227,4.67318181818,-7.53881587575,-4.1238199909699995,2.93889069497,-8.3852240283,-3.716557361637
162,AlSeBr,AlSeBr_0,3.19550687623,4.36786666667,-6.959087520979999,-3.7636051680400002,1.9024163126299998,-7.86332935611,-3.4995032691500003
163,AlSeBr,AlSeBr_1,2.4996969697,3.75038888889,-6.497855518350001,-3.99819617769,2.7592269796099997,-7.435254006639999,-3.690199952583
164,AlSeI,AlSeI_0,2.0318128655,3.06727272727,-5.845508461260001,-3.8137300356,2.13741156135,-6.543470384880002,-3.4813527378199995
165,AlSeI,AlSeI_1,0.978966442953,1.96515789474,-5.06464839099,-4.08576839099,2.95228487745,-5.73618487745,-3.78038487745
166,AlTeF,AlTeF_0,3.043,4.0117333333300005,-6.7006461997099995,-3.65769381875,2.111161772,-7.36648435265,-3.36283919135
167,AlTeF,AlTeF_1,2.9150498442400004,3.84518518519,-7.585294861609999,-4.67030107279,3.50180045617,-8.25465759903,-4.418943313313
168,AlTeCl,AlTeCl_0,3.03464435146,3.95115,-6.8066270844100005,-3.7720091303300007,2.0012106061700004,-7.47399109397,-3.5274301183699994
169,AlTeCl,AlTeCl_1,2.81962135922,3.67251428571,-6.945722174139999,-4.12613379642,3.0152589831700003,-7.521758983169999,-3.8547589831699995
170,AlTeBr,AlTeBr_0,2.91128389831,3.8094,-6.64107678533,-3.7298188572099997,1.94813304205,-7.291620846930001,-3.4866452371700003
171,AlTeBr,AlTeBr_1,2.670285,3.53825714286,-6.58916570904,-3.91891383872,2.85101439032,-7.220986612539999,-3.6880421680980002
172,AlTeI,AlTeI_0,2.33990866511,3.24526315789,-6.0226267595100005,-3.68274358193,2.12991028604,-6.75096156809,-3.50985900399
173,AlTeI,AlTeI_1,1.88496805112,2.75626666667,-5.70809731186,-3.823167375557,2.99274113509,-6.3100959738,-3.55938629638
174,GaOF,GaOF_0,3.18906837607,5.44353846154,-10.23225402976,-7.043236984299999,1.9960890622799998,-12.059539062279999,-6.62263906228
175,GaOCl,GaOCl_0,1.65918719212,3.18276,-7.25302839113,-5.593920547990002,2.134873598,-8.32221975185,-5.14852744415
176,GaOCl,GaOCl_1,0.1936,1.5252,-6.16255069574,-5.969788790980001,2.91832543635,-7.1578708909,-5.655779981799999
177,GaOBr,GaOBr_0,0.697860465116,1.9652,-5.93972746385,-5.242049302930001,2.17620478532,-6.799579785320001,-4.84882978532
178,GaOBr,GaOBr_1,0.0,0.0,-5.0472072723400006,-5.0472072723400006,2.74818542128,-5.232695301280001,-5.232695301280001
179,GaOI,GaOI_1,0.0,0.0,-4.12772608081,-4.12772608081,3.1314104394499997,-4.31175102945,-4.31175102945
180,GaSF,GaSF_0,3.58804534606,4.953,-8.65500719052,-5.06700242862,1.9108710720900002,-9.57652896683,-4.630213177349999
181,GaSCl,GaSCl_0,3.00392008639,4.36081395349,-7.727220422489999,-4.72332818111,1.8684126367099998,-8.701117182159999,-4.34470809126
182,GaSCl,GaSCl_1,2.39123353293,3.81734285714,-7.323519298900001,-4.93232825412,2.76630719954,-8.3766127551,-4.5650016439800005
183,GaSBr,GaSBr_0,2.20761494253,3.48222857143,-6.74947732362,-4.54189852706,1.78520454741,-7.66970454741,-4.19270454741
184,GaSBr,GaSBr_1,1.41494029851,2.70972,-6.136605627230001,-4.721734340109999,2.53472281794,-7.069222817939999,-4.36722281794
185,GaSI,GaSI_0,1.15604210526,2.23260869565,-5.50103374847,-4.3450546908700005,2.02354194904,-6.23512528237,-4.0099586157100005
186,GaSI,GaSI_1,0.0,0.8601428571430001,-4.71621740107,-4.71621740107,2.7210133340200002,-5.34663833402,-4.51038833402
187,GaSeF,GaSeF_0,2.91188046647,4.14096774194,-7.675847339880001,-4.76401594454,1.72818155473,-8.49874405473,-4.365619054730001
188,GaSeCl,GaSeCl_0,2.69781622912,3.86,-7.43468309678,-4.7368973825000005,1.7302563608900001,-8.26128200192,-4.40623071986
189,GaSeCl,GaSeCl_1,2.32596978852,3.34896774194,-7.346988143760001,-5.0210604329200015,2.5904568498900002,-8.187769349889999,-4.84514434989
190,GaSeBr,GaSeBr_0,2.19051724138,3.34482352941,-6.8122082313800005,-4.62172685602,1.6639400721899997,-7.6741972150499995,-4.33468292933
191,GaSeBr,GaSeBr_1,1.46866197183,2.65788,-6.365872004749999,-4.897273873910001,2.37525991315,-7.2149137593,-4.564606067
192,GaSeI,GaSeI_0,1.2689146919399998,2.30316666667,-5.7066431176200005,-4.43778462706,1.8678736705599999,-6.46691367056,-4.17083367056
193,GaSeI,GaSeI_1,0.346058823529,1.21490909091,-5.0297803635500005,-4.68397267125,2.52183840012,-5.71350506679,-4.51417173345
194,GaTeF,GaTeF_0,2.28852363636,3.21966666667,-6.52214038022,-4.2336766121,2.0685981341799997,-7.20347813418,-3.99371813418
195,GaTeCl,GaTeCl_0,2.31152861035,3.189625,-6.68874021754,-4.377245652320002,1.8483385032099997,-7.30030820018,-4.1163688062400015
196,GaTeCl,GaTeCl_1,2.02856902357,2.6654400000000003,-6.958981357330001,-4.93045786739,2.78031138413,-7.55423446105,-4.89638830721
197,GaTeBr,GaTeBr_0,2.14723495702,3.00512903226,-6.466556478309999,-4.3193564783100005,1.7846150238599998,-7.10983377386,-4.11039627386
198,GaTeBr,GaTeBr_1,1.83323636364,2.57472,-6.45151428825,-4.61832588245,2.5813030701099997,-7.1469953778,-4.57961076242
199,GaTeI,GaTeI_0,1.64198316498,2.53131034483,-5.91580599015,-4.27385968143,1.9453320484,-6.596265381729999,-4.0703987150700005
200,GaTeI,GaTeI_1,1.04797687861,1.81926315789,-5.49973979503,-4.451831749049999,2.67956388808,-6.162863888080001,-4.35226388808
201,InOF,InOF_0,2.16814345992,3.75846153846,-8.102238572320001,-5.934171345419999,3.1613342372,-9.22859349646,-5.48007497794
202,InOCl,InOCl_0,2.50939506173,4.07329411765,-7.72685820617,-5.21751051387,3.4308977450400002,-8.856812030750001,-4.789983459329999
203,InOBr,InOBr_0,2.2902173913,3.58506666667,-7.22110892228,-4.93094225562,2.8721702149199997,-8.17158956976,-4.59375086008
204,InOBr,InOBr_1,0.0,0.0,-5.82318583314,-5.82318583314,2.88595686152,-6.33371970152,-6.33371970152
205,InOI,InOI_0,1.2458313253,2.4035,-5.87889024352,-4.63314772854,3.37894710102,-6.699994720069999,-4.306899481972
206,InOI,InOI_1,0.0,0.0,-4.75337968284,-4.75337968284,3.22027218745,-4.87590674745,-4.87590674745
207,InSCl,InSCl_0,2.27241758242,3.57938888889,-7.840025880639999,-5.567642319,1.90932638553,-8.860975034179999,-5.286677736880001
208,InSCl,InSCl_1,1.81071755725,3.20106666667,-7.631039093569998,-5.820373694330001,2.85254812081,-8.69135457242,-5.4967416691999995
209,InSBr,InSBr_0,1.7441971831,2.9376,-7.04139366411,-5.297239278149998,1.8318983592500002,-8.01273706893,-5.081059649569999
210,InSBr,InSBr_1,1.19146285714,2.3280000000000003,-6.5902101133099995,-5.398823749670001,2.61725643591,-7.475039044610001,-5.15547382721
211,InSI,InSI_0,1.05458888889,2.07490909091,-5.9491739083400015,-4.89464904646,2.03099754967,-6.73969320184,-4.6723018975
212,InSI,InSI_1,0.16575,1.1052,-5.2674591609900006,-5.102219160990001,2.73249659185,-5.942223864580001,-4.85376931912
213,InSeF,InSeF_0,2.23442962963,3.31344,-7.3698229470399985,-5.13545394334,1.89964806801,-8.154648068010001,-4.85064806801
214,InSeCl,InSeCl_0,2.15028735632,3.1758125,-7.55703226455,-5.406780115549999,1.8179487071200002,-8.3515244647,-5.18137294954
215,InSeCl,InSeCl_1,1.77056756757,2.9667857142900003,-7.63845448989,-5.8679391052700005,2.7118382571099997,-8.590321015730002,-5.63035549849
216,InSeBr,InSeBr_0,1.7970608108099997,2.9184,-7.0188243550400005,-5.22180415302,1.7302175714099997,-7.91347563593,-5.00095950689
217,InSeBr,InSeBr_1,1.27225263158,2.39565217391,-6.71223381495,-5.4400505688699985,2.48272950464,-7.594562837969999,-5.20689617131
218,InSeI,InSeI_0,1.1684554455399998,2.1445652173900003,-6.0593784194900016,-4.8909794047099995,1.9026274698099999,-6.7888358031400005,-4.65141913648
219,InSeI,InSeI_1,0.3856440677970001,1.36038461538,-5.4843208184600005,-5.098887485120001,2.55826069575,-6.22247498146,-4.87504641004
220,InTeF,InTeF_0,2.01908835341,3.01086956522,-6.3802056598600005,-4.36118165986,2.02226710227,-7.07368376894,-4.0728504356
221,InTeCl,InTeCl_0,2.03306567164,2.93013333333,-6.844000017130001,-4.81097025523,1.9028000336700002,-7.502412936900001,-4.57818713044
222,InTeCl,InTeCl_1,1.8521827957,2.50466666667,-7.359850551939999,-5.50771483766,2.85564077645,-7.995120776450001,-5.49816077645
223,InTeBr,InTeBr_0,1.88187301587,2.76113793103,-6.652346048759999,-4.770510605719999,1.8340563253599997,-7.307156325359999,-4.55195632536
224,InTeBr,InTeBr_1,1.69196525097,2.43425,-6.782656945479999,-5.09074156086,2.63737438929,-7.46925438929,-5.042494389290001
225,InTeI,InTeI_0,1.5366713286700002,2.47144827586,-6.133190047079999,-4.59655590074,1.96459525385,-6.85366192052,-4.38752858718
226,InTeI,InTeI_1,1.09666666667,1.8546,-5.79854659439,-4.701942316309999,2.67040467882,-6.528690393110001,-4.68211896453
227,GePCl,GePCl_0,2.20791176471,3.07336150235,-6.75153761334,-4.54366371304,2.0465016329,-7.36966556733,-4.2963376984699995
228,GePCl,GePCl_1,1.97224,2.8094792243799995,-6.6461956821,-4.6740072763,2.8133900100700004,-7.233108242110001,-4.42367177803
229,SiNF,SiNF_0,5.12444761905,6.717461538459999,-8.3077433418,-3.183332695416,2.61380265998,-9.44751625998,-2.7300890599799996
230,SiNF,SiNF_1,5.09082135524,6.78118353345,-9.194099077979999,-4.103320389458,3.27458630447,-10.47015822228,-3.689014386662
231,SiNCl,SiNCl_0,3.40433484163,4.81386115993,-6.60787826202,-3.203578036283,2.6560757609400003,-7.553491550409999,-2.7396599714663
232,SiNCl,SiNCl_1,2.29103370787,3.64751530612,-5.64719210049,-3.356221951233,3.91221975125,-6.5304538479400005,-2.88298565456
233,SiNBr,SiNBr_0,1.50505050505,2.70554769231,-5.0487073231699995,-3.543732448794,2.60922681647,-5.84347528273,-3.137978350212
234,SiNBr,SiNBr_1,0.293294117647,1.43392405063,-3.904818681544,-3.6119901101157,3.6794649878199994,-4.576370648197,-3.142559327443
235,SiNI,SiNI_0,0.0,0.0,-3.5589781682900004,-3.5589781682900004,3.26586714743,-3.9044280274300003,-3.9044280274300003
236,SiNI,SiNI_1,0.0,0.0,-3.4834338997500005,-3.4834338997500005,4.315680320819999,-3.3829573708200003,-3.3829573708200003
237,SiPF,SiPF_0,2.57110638298,3.43396491228,-7.08935937171,-4.51831696889,2.1750772486099996,-7.746030601379999,-4.31212389584
238,SiPF,SiPF_1,2.55543295019,3.4443271027999995,-7.50768913967,-4.9523303610500005,2.4417805600299998,-8.18841099481,-4.74415012525
239,SiPCl,SiPCl_0,2.46625945946,3.3486228070200004,-6.6437737942299995,-4.17755007455,2.2156869971,-7.290982401910001,-3.94239159229
240,SiPCl,SiPCl_1,2.37058823529,3.24390147783,-6.46259382471,-4.092050614830001,3.09974902543,-7.060680229360001,-3.8168178214990003
241,SiPBr,SiPBr_0,2.10483435583,3.0170655737700005,-6.2309212846,-4.12612617756,2.1429059611900003,-6.92992231633,-3.91288960605
242,SiPBr,SiPBr_1,1.95813818182,2.89929973475,-6.05647450584,-4.09838754932,3.03587447977,-6.735504109400001,-3.83624485014
243,SiPI,SiPI_0,0.955654320988,1.7938129496400002,-5.12290762864,-4.16732480656,2.4358593839400005,-5.74324289648,-3.9494758714
244,SiPI,SiPI_1,0.631895833333,1.43594117647,-4.82802664228,-4.1962637556810005,3.48757489727,-5.395511482640001,-3.959638311904
245,SiAsF,SiAsF_0,2.255904,3.05577850163,-6.340881190169999,-4.08504852085,2.13965503238,-6.941512175239999,-3.8857978895199996
246,SiAsF,SiAsF_1,2.23216017316,3.02011971831,-6.8375544141,-4.6054768279000005,2.59525269333,-7.45877550035,-4.43872988631
247,SiAsCl,SiAsCl_0,2.30714613181,3.08947058824,-6.139550781830001,-3.83244221041,2.01330330942,-6.71952161928,-3.6300849995599997
248,SiAsCl,SiAsCl_1,2.09233103448,2.85263085399,-5.99136963592,-3.89908784898,2.79677498133,-6.524568937370001,-3.6719810252859997
249,SiAsBr,SiAsBr_0,2.13768656716,2.93591428571,-5.94116033794,-3.803511528420001,1.9559156466900003,-6.546856264270001,-3.610975029110001
250,SiAsBr,SiAsBr_1,1.93189855072,2.70804469274,-5.72517213436,-3.7933237588999997,2.65085040624,-6.3053517989999985,-3.5973490134820003
251,SiAsI,SiAsI_0,1.40643442623,2.19260115607,-5.2563330530200005,-3.84994529792,2.2035809453299997,-5.85786336608,-3.66529852458
252,SiAsI,SiAsI_1,0.8966285714290001,1.7676498054499998,-4.9348492648,-4.0383102577,3.0449681588499997,-5.54176660846,-3.774169709238
253,SiSbF,SiSbF_0,1.44349693252,2.16331531532,-5.49419832365,-4.05080807975,2.24943945095,-6.038053800730001,-3.87482510117
254,SiSbF,SiSbF_1,1.54865853659,2.22046511628,-6.19851872716,-4.6499732726200005,3.0342505836,-6.765435768790001,-4.545065398409999
255,SiSbCl,SiSbCl_0,1.650796875,2.34018292683,-5.564539506919999,-3.9137924251999996,2.0695485954599997,-6.08661850427,-3.74647868665
256,SiSbCl,SiSbCl_1,1.4889150943399998,2.14219285714,-5.606677642359999,-4.1178278771,2.8743227775499998,-6.095892172569999,-3.95375338253
257,SiSbBr,SiSbBr_0,1.5813543307100002,2.2646424242400003,-5.4972547150499995,-3.91594883269,2.01823252343,-6.042033127660002,-3.777431919200001
258,SiSbBr,SiSbBr_1,1.40450485437,2.06660498221,-5.4084713120300005,-4.00403169851,2.7388528383099997,-5.926129434050001,-3.8595762425699998
259,SiSbI,SiSbI_0,1.3619392712600005,2.03816816817,-5.224808661580001,-3.8629135002800004,2.2231716218799997,-5.767237490139999,-3.72910575362
260,SiSbI,SiSbI_1,1.11013259669,1.79112177122,-5.06817796352,-3.958112029457,2.92891102083,-5.511447785540001,-3.720374256124
261,SiBisF,SiBisF_0,1.06532231405,1.68514942529,-4.75989439559,-3.69471406773,2.3663178067299997,-5.17783780673,-3.4927978067300005
262,SiBisF,SiBisF_1,0.824318181818,1.38217777778,-6.07253127201,-5.24841891245,2.12597110808,-6.5639858139600005,-5.1819564022
263,SiBisCl,SiBisCl_0,1.28566666667,1.9150295203,-5.02033901625,-3.73473505585,1.9008107181799998,-5.44479968877,-3.52982174759
264,SiBisCl,SiBisCl_1,0.83875,1.39095652174,-5.2789391437600015,-4.44030278012,2.7157576542400004,-5.695195492080001,-4.3043198164
265,SiBisBr,SiBisBr_0,1.25625615764,1.8765,-5.03955217555,-3.78335609711,1.86298887545,-5.48271450722,-3.6062632436800004
266,SiBisBr,SiBisBr_1,0.780339130435,1.32237362637,-5.10633991952,-4.32611578158,2.5949241543,-5.53707169528,-4.21477661332
267,SiBisI,SiBisI_0,1.20490410959,1.79500673401,-4.9351845154400005,-3.73032996998,2.0755901067400004,-5.39057332822,-3.5956068852599996
268,SiBisI,SiBisI_1,0.5470224719100001,1.09589285714,-4.783386214769998,-4.2364973258899985,2.7654926248500002,-5.22790090887,-4.13208434083
269,GeNF,GeNF_0,2.7902970297000005,4.36640375587,-8.747741378119999,-5.95750453602,2.1161096198,-9.89228760575,-5.52593163385
270,GeNF,GeNF_1,2.76388405797,4.45002985075,-9.69934712887,-6.935534854509998,2.8004372983200003,-11.03942489137,-6.58944970527
271,GeNCl,GeNCl_0,2.28368608414,3.73316086957,-7.048456298920001,-4.764817589240001,2.2688938115,-8.022956718219996,-4.2898309047800005
272,GeNCl,GeNCl_1,0.744359550562,2.11275423729,-6.26109761921,-5.51691984143,3.2048239658999997,-7.19366362835,-5.08098430345
273,GeNBr,GeNBr_0,0.942387596899,2.18080291971,-5.6267790595800005,-4.684502136499999,2.2453938689,-6.452266596169999,-4.27152114163
274,GeNBr,GeNBr_1,0.0,0.1032,-4.93563447527,-4.93563447527,3.02598728102,-5.41180546284,-5.3101690992
275,GeNI,GeNI_0,0.0,0.0,-4.22409812985,-4.22409812985,2.80527684125,-4.50191607125,-4.50191607125
276,GeNI,GeNI_1,0.0,0.0,-4.27170586206,-4.27170586206,3.56643728424,-4.22411730424,-4.22411730424
277,GePF,GePF_0,2.22417509728,3.08327044025,-7.10608964735,-4.88198112021,2.0660532318400002,-7.733658247509999,-4.65044821617
278,GePF,GePF_1,1.0557435897399998,1.67447058824,-7.3580407603,-6.302447539959999,2.41678951975,-8.01546788232,-6.34111115718
279,GePBr,GePBr_0,1.87055405405,2.76385390428,-6.31720442878,-4.4466926442600005,1.9676683251499998,-6.986577872889999,-4.22275877741
280,GePBr,GePBr_1,1.57084,2.49594578313,-6.001844611399998,-4.4310658503400004,2.62155830504,-6.685008755490001,-4.1891078545900005
281,GePI,GePI_0,0.940469135802,1.7686787003599995,-5.315973478129999,-4.37557470513,2.21772858021,-5.94504512697,-4.17641203345
282,GePI,GePI_1,0.17064,1.03571812081,-4.8173949910400005,-4.647241144880001,2.9600239429500004,-5.41783727628,-4.38221060962
283,GeAsF,GeAsF_0,1.71405527638,2.47597297297,-6.33989994488,-4.62592994488,2.46738260448,-6.916832604480001,-4.44093260448
284,GeAsF,GeAsF_1,1.53831325301,2.32026431718,-7.505398776,-5.967195183180001,2.7380458218199997,-8.15413354112,-5.8339581025200005
285,GeAsCl,GeAsCl_0,1.79179856115,2.55817270195,-6.28041481588,-4.4886621277,1.8727188801099999,-6.84578554678,-4.28765221344
286,GeAsCl,GeAsCl_1,1.37604123711,2.1452688172,-6.304934362180001,-4.92896513142,2.60559407391,-6.839201216769999,-4.69398693105
287,GeAsBr,GeAsBr_0,1.63644444444,2.38571098266,-6.04294029173,-4.406543345169999,1.8180752082799998,-6.641910943150001,-4.25623947341
288,GeAsBr,GeAsBr_1,1.14167272727,1.91579377432,-5.878320220090001,-4.73672985865,2.42453732262,-6.44590553967,-4.53016910557
289,GeAsI,GeAsI_0,1.14029,1.85650169492,-5.42290084988,-4.282667019040001,2.06728396433,-6.0195136940600005,-4.1630542346000015
290,GeAsI,GeAsI_1,0.2125,0.988448275862,-4.91246828868,-4.70034707656,2.61306220806,-5.510740290249999,-4.52238412587
291,GeSbF,GeSbF_0,1.03163934426,1.68653333333,-5.422890430720002,-4.391386365680002,2.03880287146,-5.95301834107,-4.26658740185
292,GeSbF,GeSbF_1,0.569806451613,1.1276106194700002,-6.9721781503499995,-6.402654340830001,2.74664128464,-7.569360582889999,-6.441921986390001
