,Phase,Compound,Band gap (eV),VBM (eV),CBM (eV),HSE-gap (eV),HSE-VBM (eV),HSE-CBM (eV),Vacuum level (eV),VBM Absolute (eV),CBM Absolute (eV),HSE vacuum level (eV),HSE-VBM Absolute (eV),HSE-CBM Absolute (eV),Cation,Anion_1,Anion_2,Phase_index,Cation_negativity,Anion_1_negativity,Anion_2_negativity,Cation_mass,Anion_1_mass,Anion_2_mass,Cation_atomic_radius,Anion_1_atomic_radius,Anion_2_atomic_radius,a1 (A),a2 (A),a3 (A),alpha,beta,gamma,Cohesive energy (eV/atom)
10,BSBr_1,BSBr,1.42819354839,-1.57955614973,-0.151443850267,2.52452380952,-2.28777272727,0.226772727273,3.23028000759,-4.8098361573199995,-3.3817238578569997,3.22925587289,-5.51702860016,-3.002483145617,B,S,Br,1,2.0,2.5,2.8,10.811,32.066,79.504,87.0,88.0,94.0,3.25261342673,3.25261342673,16.5840780545,89.99073703709999,89.99073703709999,60.022975320200004,-4.40668433333
11,BSI_0,BSI,0.5622289156629999,-1.67653571429,-1.11446428571,1.0743333333299998,-2.1399,-1.0851,2.7366537796,-4.41318949389,-3.85111806531,2.74947510467,-4.88937510467,-3.83457510467,B,S,I,0,2.0,2.5,2.5,10.811,32.066,126.90447,87.0,88.0,115.0,3.4271710403099997,4.6286330515900005,28.953949047,89.6406824658,89.98671420129999,87.6119349795,-4.19348
12,BSI_1,BSI,0.0,-0.87051379,-0.87051379,0.0,-0.78666167,-0.78666167,3.01824307268,-3.8887568626799998,-3.8887568626799998,2.95019217231,-3.73685384231,-3.73685384231,B,S,I,1,2.0,2.5,2.5,10.811,32.066,126.90447,87.0,88.0,115.0,4.48812396681,4.48812396681,16.8245787365,86.8742092002,86.8742092002,40.982167053400005,-4.11131933333
13,BSeF_0,BSeF,3.51077419355,-4.64536193029,-1.13463806971,4.67925,-5.465454545449999,-0.794545454545,2.07777858673,-6.72314051702,-3.2124166564400003,2.08718448211,-7.55263902756,-2.881729936655,B,Se,F,0,2.0,2.4,4.0,10.811,78.96,18.9984,87.0,103.0,42.0,3.31157166212,4.79379089407,23.549394473499998,89.328131543,89.9895006025,89.9952574304,-5.296538
14,BSeCl_0,BSeCl,2.9638173302099995,-4.14089252336,-1.1771074766399998,4.09578947368,-4.85776923077,-0.767230769231,2.16793958176,-6.30883210512,-3.3450470583999996,2.17261284276,-7.030382073529999,-2.939843611991,B,Se,Cl,0,2.0,2.4,3.0,10.811,78.96,35.4527,87.0,103.0,79.0,3.3617769866000002,4.956113294750001,27.780154701799997,89.5457479788,89.9986954874,89.9989786373,-4.501815
15,BSeCl_1,BSeCl,2.66221264368,-2.90758452722,-0.245415472779,3.7644375,-3.60636363636,0.151363636364,3.11338389874,-6.02096842596,-3.358799371519,3.12574050304,-6.7321041394,-2.9743768666759998,B,Se,Cl,1,2.0,2.4,3.0,10.811,78.96,35.4527,87.0,103.0,79.0,3.35303559985,3.35303559985,16.474543216,89.9717622573,89.9717622573,60.018207106700004,-4.48293433333
16,BSeBr_0,BSeBr,2.17438080495,-3.59166975309,-1.4173302469100002,3.2425161290299997,-4.3101875,-1.0738125,2.10651250786,-5.69818226095,-3.5238427547700004,2.11173204739,-6.421919547389999,-3.18554454739,B,Se,Br,0,2.0,2.4,2.8,10.811,78.96,79.504,87.0,103.0,94.0,3.41641857324,4.97657983292,28.8264427913,89.56391553620001,89.9988350124,89.9985944758,-4.21476733333
17,BSeBr_1,BSeBr,1.80076033058,-2.30834979424,-0.507650205761,2.78416666667,-2.9088,-0.1332,2.95186726085,-5.26021705509,-3.4595174666109996,2.92328001436,-5.83208001436,-3.05648001436,B,Se,Br,1,2.0,2.4,2.8,10.811,78.96,79.504,87.0,103.0,94.0,3.41104748527,3.41104748527,17.150936176600002,89.97514166229999,89.97514166229999,60.0203683249,-4.14911233333
18,BSeI_0,BSeI,0.677788461538,-2.06533333333,-1.38766666667,1.69425,-2.7425882352900004,-1.05941176471,2.44184626298,-4.507179596309999,-3.82951292965,2.44437593656,-5.186964171850001,-3.5037877012700003,B,Se,I,0,2.0,2.4,2.5,10.811,78.96,126.90447,87.0,103.0,115.0,3.54813831648,4.959794852780001,30.1028011113,89.61662509780001,89.9988011394,89.9988478602,-3.89866783333
19,BSeI_1,BSeI,0.315,-0.6108409090910001,-0.296159090909,0.9128571428569999,-1.05775,-0.17025,3.32322058026,-3.9340614893510004,-3.6193796711690003,3.3014869589,-4.3592369589,-3.4717369589000002,B,Se,I,1,2.0,2.4,2.5,10.811,78.96,126.90447,87.0,103.0,115.0,3.53486485917,3.53486485917,17.892620766300002,89.9991629576,89.9991629576,60.0540001105,-3.73750833333
20,BTeF_0,BTeF,2.22423140496,-3.1550781893,-0.9309218106999999,3.08638095238,-3.7300909090900003,-0.655909090909,2.50745283853,-5.66253102783,-3.43837464923,2.51050929401,-6.2406002031,-3.166418384919,B,Te,F,0,2.0,2.1,4.0,10.811,127.6,18.9984,87.0,123.0,42.0,3.64561210609,5.128129572780001,22.308331214099997,89.7325662929,89.92617785200001,89.9778155635,-4.92068116667
21,BTeF_1,BTeF,1.9646464646500001,-2.86977386935,-0.9052261306530001,2.85666666667,-3.4853157894699995,-0.643684210526,3.33864872731,-6.20842259666,-4.243874857963,3.38538743638,-6.870703225849999,-4.029071646906,B,Te,F,1,2.0,2.1,4.0,10.811,127.6,18.9984,87.0,123.0,42.0,3.64115519948,3.64115519948,15.1792311819,89.96226579569999,89.96226579569999,60.029055228400004,-4.91868033333
22,BTeCl_0,BTeCl,2.3543011363599997,-3.37763172805,-1.02336827195,3.2467741935500003,-3.9953125,-0.7546875,2.2956597035,-5.67329143155,-3.31902797545,2.29765024815,-6.29296274815,-3.0523377481500003,B,Te,Cl,0,2.0,2.1,3.0,10.811,127.6,35.4527,87.0,123.0,79.0,3.64505077054,5.36720202574,28.7907723046,89.5216886519,89.9969927638,89.9987234725,-4.16782083333
23,BTeCl_1,BTeCl,1.8345599999999997,-2.24725099602,-0.412749003984,2.63369565217,-2.74395833333,-0.119041666667,3.3625261816,-5.60977717762,-3.775275185584,3.38070551789,-6.12466385122,-3.499747184557,B,Te,Cl,1,2.0,2.1,3.0,10.811,127.6,35.4527,87.0,123.0,79.0,3.6339577067800004,3.6339577067800004,17.1374373989,89.96881760790001,89.96881760790001,60.023209257299996,-4.16423533333
24,BTeBr_0,BTeBr,2.07271604938,-3.2623384615400006,-1.18966153846,2.9054482758599995,-3.8656,-0.9664,2.23836448968,-5.500702951220001,-3.4280260281399997,2.24212277152,-6.107722771520001,-3.20852277152,B,Te,Br,0,2.0,2.1,2.8,10.811,127.6,79.504,87.0,123.0,94.0,3.6741424814999997,5.4110810818,29.8283486644,89.5415770261,89.99888067239999,89.9995095827,-3.9076345
25,BTeBr_1,BTeBr,1.53508333333,-2.03400921659,-0.4989907834100001,2.34161904762,-2.63818181818,-0.305818181818,3.18922759486,-5.2232368114500005,-3.68821837827,3.21080855873,-5.848990376910001,-3.5166267405480003,B,Te,Br,1,2.0,2.1,2.8,10.811,127.6,79.504,87.0,123.0,94.0,3.6658060251499998,3.6658060251499998,17.8432441599,89.96948543149999,89.96948543149999,60.0218672574,-3.88016333333
26,BTeI_0,BTeI,1.18562376238,-2.31478325123,-1.12921674877,2.064,-2.9532608695700002,-0.8967391304350001,2.50094357031,-4.81572682154,-3.63016031908,2.50321768743,-5.4564785570000005,-3.399956817865,B,Te,I,0,2.0,2.1,2.5,10.811,127.6,126.90447,87.0,123.0,115.0,3.7591098885000003,5.44361630375,31.1743042557,89.5728949993,89.99981316270001,89.999636048,-3.637685
27,BTeI_1,BTeI,0.621957446809,-0.8004105263160001,-0.178589473684,1.40307692308,-1.3428571428600002,0.04685714285709999,3.42525639608,-4.225666922396,-3.603845869764,3.4374848508,-4.7803419936600005,-3.3906277079429,B,Te,I,1,2.0,2.1,2.5,10.811,127.6,126.90447,87.0,123.0,115.0,3.74969431611,3.74969431611,18.673396046,89.9773363136,89.9773363136,60.032507232600004,-3.55996733333
28,AlOF_0,AlOF,5.2776159292000004,-7.9852915194300005,-2.70770848057,7.518396226419999,-9.72316666667,-2.20983333333,2.58999842959,-10.57528994902,-5.2977069101600005,2.60588966281,-12.32905632948,-4.81572299614,Al,O,F,0,1.5,3.5,4.0,26.5815,15.9994,18.9984,118.0,48.0,42.0,3.02446124752,4.72451848052,22.4711004797,89.5650501072,89.9409805191,89.9830665659,-6.57467166667
29,AlOCl_0,AlOCl,2.8146547619,-4.21830267062,-1.40369732938,4.3198484848500005,-5.26179411765,-0.9492058823530001,2.8705210477,-7.0888237183200005,-4.27421837708,2.87931784354,-8.14111196119,-3.828523725893,Al,O,Cl,0,1.5,3.5,3.0,26.5815,15.9994,35.4527,118.0,48.0,79.0,3.1610487917900003,4.52794573687,24.5852646988,89.7419288381,89.99295967709999,89.9984973181,-5.80062966667
30,AlOCl_1,AlOCl,0.968943396226,-1.7028878504700002,-0.734112149533,2.2236,-2.604625,-0.397375,3.85767554711,-5.56056339758,-4.591787696643,3.89348424734,-6.49810924734,-4.29085924734,Al,O,Cl,1,1.5,3.5,3.0,26.5815,15.9994,35.4527,118.0,48.0,79.0,3.12333728505,3.12333728505,15.8405121045,89.98657402180001,89.98657402180001,60.0430609409,-5.522778
31,AlOBr_0,AlOBr,1.58037696335,-2.7151458333300003,-1.13485416667,2.90181818182,-3.61265217391,-0.7213478260870001,3.00143469411,-5.71658052744,-4.13628886078,3.01290092323,-6.62555309714,-3.7342487493170005,Al,O,Br,0,1.5,3.5,2.8,26.5815,15.9994,79.504,118.0,48.0,94.0,3.2517220445499997,4.41688631819,23.6938129362,89.6306958402,89.9660366036,89.9865682811,-5.50853283333
32,AlOBr_1,AlOBr,0.036000000000000004,-0.757,-0.727,0.0,-0.77536323,-0.77536323,3.53117494743,-4.28817494743,-4.25817494743,3.61564007718,-4.39100330718,-4.39100330718,Al,O,Br,1,1.5,3.5,2.8,26.5815,15.9994,79.504,118.0,48.0,94.0,3.2199065626700003,3.2199065626700003,16.3539130383,89.958184975,89.958184975,59.577066810299996,-5.13629333333
33,AlOI_1,AlOI,0.0,0.87446761,0.87446761,0.0,0.83583238,0.83583238,4.27955167145,-3.40508406145,-3.40508406145,4.30451385524,-3.4686814752399995,-3.4686814752399995,Al,O,I,1,1.5,3.5,2.5,26.5815,15.9994,126.90447,118.0,48.0,115.0,3.3160814129,3.3160814129,15.3532761998,89.9774025929,89.9774025929,60.5123059916,-4.68782466667
34,AlSF_0,AlSF,4.61357552581,-6.63977099237,-2.02622900763,5.95072727273,-7.66848888889,-1.7235111111099997,2.16852962706,-8.80830061943,-4.19475863469,2.17858987034,-9.84707875923,-3.90210098145,Al,S,F,0,1.5,2.5,4.0,26.5815,32.066,18.9984,118.0,88.0,42.0,3.6283814841,5.12548784229,26.177000929600002,89.4619591874,89.939021799,89.9963500251,-5.23929683333
35,AlSCl_0,AlSCl,3.86699831366,-5.71348821549,-1.8465117845099996,5.22346153846,-6.7709056603799995,-1.55109433962,2.16884327193,-7.88233148742,-4.01535505644,2.17902432131,-8.94992998169,-3.73011866093,Al,S,Cl,0,1.5,2.5,3.0,26.5815,32.066,35.4527,118.0,88.0,79.0,3.68314240119,5.33441208629,30.2854831604,89.6203723132,89.99323964780001,89.99572813959999,-4.51623066667
36,AlSCl_1,AlSCl,3.5992828685300005,-4.271127236580001,-0.671872763419,4.95547826087,-5.22204255319,-0.270957446809,3.18716330662,-7.4582905432,-3.859036070039,3.21651456732,-8.43855712051,-3.487472014129,Al,S,Cl,1,1.5,2.5,3.0,26.5815,32.066,35.4527,118.0,88.0,79.0,3.65300725014,3.65300725014,18.260413255899998,89.971474684,89.971474684,60.003313418599994,-4.49584733333
37,AlSBr_0,AlSBr,2.90663755459,-4.76830501089,-1.8616949891099999,4.0315121951199995,-5.63152380952,-1.6044761904799998,2.07555076703,-6.84385577792,-3.9372457561400003,2.08712965024,-7.7186534597600005,-3.69160584072,Al,S,Br,0,1.5,2.5,2.8,26.5815,32.066,79.504,118.0,88.0,94.0,3.7278581448900003,5.3592493259500005,31.6077707098,89.6059014984,89.99767729540001,89.9971108759,-4.27225183333
38,AlSBr_1,AlSBr,2.4529371428599998,-3.20694871795,-0.754051282051,3.7074,-4.01841666667,-0.316583333333,2.9869985096,-6.19394722755,-3.7410497916509997,3.01838974698,-7.03680641365,-3.334973080313,Al,S,Br,1,1.5,2.5,2.8,26.5815,32.066,79.504,118.0,88.0,94.0,3.6967649835300005,3.6967649835300005,18.788570137,89.969286005,89.969286005,59.999529075299996,-4.23222933333
39,AlSI_0,AlSI,1.5830846153799998,-3.19801915709,-1.61498084291,2.59496296296,-3.9562857142900003,-1.3677142857100002,2.35849009726,-5.55650925435,-3.97347094017,2.36809403528,-6.32437974957,-3.7358083209900004,Al,S,I,0,1.5,2.5,2.5,26.5815,32.066,126.90447,118.0,88.0,115.0,3.84348595708,5.311760014630001,32.496052397,89.6825150796,89.99702385540002,89.9998910262,-3.99952333333
40,AlSI_1,AlSI,0.725185185185,-1.43853211009,-0.7134678899079999,1.7325,-2.0905882352900003,-0.369411764706,3.22948311306,-4.66801522315,-3.942951002968,3.25152710975,-5.34211534504,-3.620938874456,Al,S,I,1,1.5,2.5,2.5,26.5815,32.066,126.90447,118.0,88.0,115.0,3.7981913081,3.7981913081,19.2056140306,89.97229349950001,89.97229349950001,60.0051810981,-3.90151433333
41,AlSeF_0,AlSeF,4.044395248380001,-5.56967887931,-1.5253211206900001,5.2606153846199994,-6.4231,-1.1689,2.36659354136,-7.936272420669999,-3.89191466205,2.37745681641,-8.80055681641,-3.5463568164100003,Al,Se,F,0,1.5,2.4,4.0,26.5815,78.96,18.9984,118.0,103.0,42.0,3.8110600020599996,5.291849448630001,22.2803460758,89.9913802366,89.2806418266,89.99680263,-4.91462566667
42,AlSeCl_0,AlSeCl,3.83188026981,-5.68242929293,-1.8505707070700002,4.9816,-6.494921568630001,-1.5170784313699999,1.96771488716,-7.650144180090001,-3.8182855942300002,1.97605619965,-8.470977768280001,-3.4931346310199998,Al,Se,Cl,0,1.5,2.4,3.0,26.5815,78.96,35.4527,118.0,103.0,79.0,3.84950870294,5.57541906414,31.1486014227,89.6481287367,89.9958458808,89.974426277,-4.19380633333
43,AlSeCl_1,AlSeCl,3.41502474227,-4.61899794239,-1.2040020576100001,4.67318181818,-5.446333333330001,-0.777666666667,2.91981793336,-7.53881587575,-4.12381999097,2.93889069497,-8.385224028300001,-3.7165573616370002,Al,Se,Cl,1,1.5,2.4,3.0,26.5815,78.96,35.4527,118.0,103.0,79.0,3.82313775502,3.82313775502,18.8867065719,89.9692294636,89.9692294636,60.006790339300004,-4.185231
44,AlSeBr_0,AlSeBr,3.1955068762299996,-5.066241176469999,-1.87075882353,4.36786666667,-5.960913043480001,-1.59708695652,1.89284634451,-6.959087520979999,-3.76360516804,1.90241631263,-7.86332935611,-3.49950326915,Al,Se,Br,0,1.5,2.4,2.8,26.5815,78.96,79.504,118.0,103.0,94.0,3.8801196865400005,5.62659722747,32.3917209997,89.57763074190001,89.99769114940001,89.9997417295,-3.95600033333
45,AlSeBr_1,AlSeBr,2.4996969697,-3.7608296703300006,-1.26117032967,3.75038888889,-4.67602702703,-0.930972972973,2.73702584802,-6.497855518350001,-3.99819617769,2.75922697961,-7.43525400664,-3.6901999525830003,Al,Se,Br,1,1.5,2.4,2.8,26.5815,78.96,79.504,118.0,103.0,94.0,3.85334463421,3.85334463421,19.4858866208,89.970366266,89.970366266,60.0071204735,-3.93865033333
46,AlSeI_0,AlSeI,2.0318128655,-3.6968892128300004,-1.6651107871700002,3.0672727272699998,-4.4060588235300004,-1.3439411764700002,2.14861924843,-5.845508461260001,-3.8137300356000003,2.13741156135,-6.543470384880001,-3.48135273782,Al,Se,I,0,1.5,2.4,2.5,26.5815,78.96,126.90447,118.0,103.0,115.0,3.9744678773900004,5.61636726888,33.5705292513,89.6340645927,89.9985465831,89.9952038373,-3.69592166667
47,AlSeI_1,AlSeI,0.9789664429530001,-2.12544,-1.14656,1.9651578947400001,-2.7839,-0.8281,2.93920839099,-5.06464839099,-4.08576839099,2.95228487745,-5.73618487745,-3.78038487745,Al,Se,I,1,1.5,2.4,2.5,26.5815,78.96,126.90447,118.0,103.0,115.0,3.9372413840499996,3.9372413840499996,20.069496769,89.9711272543,89.9711272543,60.0071583883,-3.644632
48,AlTeF_0,AlTeF,3.043,-4.5934761904800006,-1.5505238095200002,4.0117333333300005,-5.25532258065,-1.25167741935,2.10717000923,-6.70064619971,-3.6576938187500003,2.111161772,-7.36648435265,-3.36283919135,Al,Te,F,0,1.5,2.1,4.0,26.5815,127.6,18.9984,118.0,123.0,42.0,4.12462858648,5.570316866950001,27.2649169058,89.6647937793,89.916420852,89.9818997329,-4.55669866667
49,AlTeF_1,AlTeF,2.9150498442400004,-4.12199689441,-1.20700310559,3.84518518519,-4.75285714286,-0.917142857143,3.4632979672,-7.5852948616099996,-4.67030107279,3.50180045617,-8.25465759903,-4.418943313313,Al,Te,F,1,1.5,2.1,4.0,26.5815,127.6,18.9984,118.0,123.0,42.0,4.11764408358,4.11764408358,15.6199432717,89.9374847835,89.9374847835,60.0029605954,-4.52049433333
50,AlTeCl_0,AlTeCl,3.03464435146,-4.81130897704,-1.7766910229599997,3.95115,-5.4727804878,-1.5262195122,1.99531810737,-6.8066270844100005,-3.77200913033,2.00121060617,-7.47399109397,-3.52743011837,Al,Te,Cl,0,1.5,2.1,3.0,26.5815,127.6,35.4527,118.0,123.0,79.0,4.15778021458,5.967390046519999,32.3722058042,89.55778168020001,89.9972895988,89.9851307042,-3.84000166667
51,AlTeCl_1,AlTeCl,2.81962135922,-3.95079418886,-1.1312058111399999,3.6725142857099997,-4.5065,-0.8395,2.99492798528,-6.94572217414,-4.1261337964199996,3.01525898317,-7.52175898317,-3.85475898317,Al,Te,Cl,1,1.5,2.1,3.0,26.5815,127.6,35.4527,118.0,123.0,79.0,4.142253795019999,4.142253795019999,19.6039242749,89.9676856825,89.9676856825,60.016733593299996,-3.82931066667
52,AlTeBr_0,AlTeBr,2.91128389831,-4.69612896406,-1.7848710359400002,3.8094,-5.3434878048800005,-1.53851219512,1.94494782127,-6.64107678533,-3.72981885721,1.94813304205,-7.291620846930001,-3.4866452371700003,Al,Te,Br,0,1.5,2.1,2.8,26.5815,127.6,79.504,118.0,123.0,94.0,4.174740710969999,6.03423077768,33.4285749573,89.5423674117,89.9981082593,89.9950775442,-3.609901
53,AlTeBr_1,AlTeBr,2.670285,-3.7626259351599995,-1.09237406484,3.53825714286,-4.3699722222199995,-0.837027777778,2.82653977388,-6.5891657090399995,-3.91891383872,2.85101439032,-7.220986612539999,-3.688042168098,Al,Te,Br,1,1.5,2.1,2.8,26.5815,127.6,79.504,118.0,123.0,94.0,4.1548487854400005,4.1548487854400005,20.2798292602,89.96998125280001,89.96998125280001,60.016664911999996,-3.599461
54,AlTeI_0,AlTeI,2.33990866511,-3.8994415887900002,-1.5595584112099998,3.24526315789,-4.62105128205,-1.3799487179499998,2.12318517072,-6.0226267595100005,-3.6827435819299996,2.12991028604,-6.75096156809,-3.50985900399,Al,Te,I,0,1.5,2.1,2.5,26.5815,127.6,126.90447,118.0,123.0,115.0,4.22493226071,6.10490966074,34.6968429867,89.5876301336,89.9984405008,89.99869465360001,-3.36564366667
55,AlTeI_1,AlTeI,1.8849680511200002,-2.68496496815,-0.800035031847,2.7562666666699998,-3.31735483871,-0.56664516129,3.02313234371,-5.70809731186,-3.823167375557,2.99274113509,-6.3100959738,-3.55938629638,Al,Te,I,1,1.5,2.1,2.5,26.5815,127.6,126.90447,118.0,123.0,115.0,4.20047048833,4.20047048833,21.0082907879,89.9689835132,89.9689835132,60.0145227162,-3.345439
56,GaOF_0,GaOF,3.18906837607,-8.26200852273,-5.0729914772699995,5.44353846154,-10.06345,-4.62655,1.97024550703,-10.23225402976,-7.0432369843,1.99608906228,-12.059539062279999,-6.62263906228,Ga,O,F,0,1.6,3.5,4.0,69.723,15.9994,18.9984,138.0,48.0,42.0,3.19072692713,4.74269794685,23.8900931775,88.917948686,89.9357568028,89.98601686639999,-5.26932166667
57,GaOCl_0,GaOCl,1.65918719212,-5.128053921569999,-3.4689460784300006,3.18276,-6.18734615385,-3.01365384615,2.12497446956,-7.25302839113,-5.593920547990001,2.134873598,-8.32221975185,-5.14852744415,Ga,O,Cl,0,1.6,3.5,3.0,69.723,15.9994,35.4527,138.0,48.0,79.0,3.28942032946,4.61252565228,26.9106053998,89.6794959308,89.99040843819999,89.9983660082,-4.7304755
58,GaOCl_1,GaOCl,0.1936,-3.28338095238,-3.09061904762,1.5252,-4.23954545455,-2.7374545454500003,2.87916974336,-6.16255069574,-5.96978879098,2.91832543635,-7.1578708909,-5.6557799818,Ga,O,Cl,1,1.6,3.5,3.0,69.723,15.9994,35.4527,138.0,48.0,79.0,3.24462454934,3.24462454934,16.962002687000002,89.972760521,89.972760521,60.0157410673,-4.54027766667
59,GaOBr_0,GaOBr,0.697860465116,-3.77283908046,-3.07516091954,1.9652,-4.623375,-2.672625,2.16688838339,-5.93972746385,-5.24204930293,2.17620478532,-6.799579785320001,-4.8488297853199995,Ga,O,Br,0,1.6,3.5,2.8,69.723,15.9994,79.504,138.0,48.0,94.0,3.36964968074,4.5511893494199995,26.0583143911,89.73806953969999,89.98509449069999,89.9864040391,-4.51221883333
60,GaOBr_1,GaOBr,0.0,-2.42165518,-2.42165518,0.0,-2.48450988,-2.48450988,2.62555209234,-5.04720727234,-5.04720727234,2.74818542128,-5.23269530128,-5.23269530128,Ga,O,Br,1,1.6,3.5,2.8,69.723,15.9994,79.504,138.0,48.0,94.0,3.3150899198,3.3150899198,17.3402884785,89.9869393907,89.9869393907,59.826142791,-4.26701533333
61,GaOI_1,GaOI,0.0,-1.03090538,-1.03090538,0.0,-1.18034059,-1.18034059,3.09682070081,-4.12772608081,-4.12772608081,3.13141043945,-4.31175102945,-4.31175102945,Ga,O,I,1,1.6,3.5,2.5,69.723,15.9994,126.90447,138.0,48.0,115.0,3.4161001634500003,3.4161001634500003,17.7127443654,89.92080212219999,89.92080212219999,59.992623150600004,-3.96043866667
