,Phase,Compound,Band gap (eV),VBM (eV),CBM (eV),HSE-gap (eV),HSE-VBM (eV),HSE-CBM (eV),a1 (A),a2 (A),a3 (A),alpha,beta,gamma,Cohesive energy (eV/atom),Vacuum level (eV),VBM Absolute (eV),CBM Absolute (eV),HSE vacuum level (eV),HSE-VBM Absolute (eV),HSE-CBM Absolute (eV),Phase index
33,SiSbI_1,SiSbI,1.11013259669,-2.1000329670299998,-0.9899670329670001,1.79112177122,-2.58253676471,-0.7914632352940001,4.10624958965,4.10624958965,20.957517043800003,89.9633114074,89.9633114074,60.04871575479999,-3.69840633333,2.96814499649,-5.06817796352,-3.9581120294570002,2.92891102083,-5.51144778554,-3.7203742561240003,1
34,SiBisF_0,SiBisF,1.06532231405,-2.39659016393,-1.3314098360700002,1.68514942529,-2.8115200000000002,-1.12648,4.18512789908,5.589474672560001,22.042444281799998,89.5495822116,89.80101364139999,89.9439617858,-4.7236105,2.36330423166,-4.75989439559,-3.69471406773,2.36631780673,-5.17783780673,-3.49279780673,0
35,SiBisF_1,SiBisF,0.824318181818,-3.9930561797800004,-3.16894382022,1.38217777778,-4.438014705880001,-3.05598529412,4.20613761757,4.20613761757,29.6146959843,89.95907932780001,89.95907932780001,60.102843988400004,-4.68057366667,2.07947509223,-6.07253127201,-5.24841891245,2.12597110808,-6.5639858139600005,-5.1819564022,1
36,SiBisCl_0,SiBisCl,1.28566666667,-3.1233019802,-1.8376980198,1.9150295203,-3.54398897059,-1.6290110294100002,4.207534566680001,5.9957007149,31.2589724569,89.52155960549999,89.9980353221,89.99041902340001,-4.02294516667,1.89703703605,-5.02033901625,-3.73473505585,1.90081071818,-5.44479968877,-3.5298217475900002,0
37,SiBisCl_1,SiBisCl,0.83875,-2.57881818182,-1.74018181818,1.39095652174,-2.9794378378400004,-1.58856216216,4.19642704718,4.19642704718,19.7428243379,89.9417581406,89.9417581406,60.1025077908,-3.990424,2.70012096194,-5.278939143760001,-4.44030278012,2.71575765424,-5.69519549208,-4.3043198164,1
38,SiBisBr_0,SiBisBr,1.25625615764,-3.18109803922,-1.9249019607799998,1.8765,-3.6197256317699997,-1.7432743682299998,4.22876459228,6.07478857949,32.2398964036,89.5600122514,89.99661790129998,89.998746142,-3.80999916667,1.85845413633,-5.03955217555,-3.7833560971099995,1.86298887545,-5.48271450722,-3.60626324368,0
39,SiBisBr_1,SiBisBr,0.780339130435,-2.53061206897,-1.75038793103,1.32237362637,-2.9421475409799998,-1.61985245902,4.20665351798,4.20665351798,20.4908273118,89.9426059188,89.9426059188,60.1003490799,-3.76968166667,2.57572785055,-5.10633991952,-4.3261157815799995,2.5949241543,-5.53707169528,-4.21477661332,1
40,SiBisI_0,SiBisI,1.20490410959,-2.86442727273,-1.65957272727,1.79500673401,-3.31498322148,-1.52001677852,4.28910948911,6.1531859322,33.2737646578,89.5666343924,89.9995042693,89.99747993540001,-3.6002765,2.07075724271,-4.93518451544,-3.73032996998,2.07559010674,-5.39057332822,-3.59560688526,0
41,SiBisI_1,SiBisI,0.5470224719100001,-2.02994444444,-1.48305555556,1.09589285714,-2.46240828402,-1.3665917159799998,4.24271154399,4.24271154399,21.3303963645,89.9450289565,89.9450289565,60.103243148400004,-3.545992,2.75344177033,-4.783386214769999,-4.236497325889999,2.76549262485,-5.22790090887,-4.13208434083,1
42,GeNF_0,GeNF,2.7902970297000005,-6.6511184210500005,-3.86088157895,4.3664037558699995,-7.77617798595,-3.4098220140499995,3.12988452871,5.06137238283,23.9673337836,89.6047836511,89.9755146649,89.9762635557,-5.82506183333,2.09662295707,-8.74774137812,-5.95750453602,2.1161096198,-9.89228760575,-5.52593163385,0
43,GeNF_1,GeNF,2.76388405797,-6.986906137180001,-4.22309386282,4.45002985075,-8.23898759305,-3.78901240695,3.1143930549400003,3.1143930549400003,24.1143599667,89.964189157,89.964189157,59.9738117089,-5.76162666667,2.71244099169,-9.69934712887,-6.935534854509999,2.80043729832,-11.03942489137,-6.58944970527,1
44,GeNCl_0,GeNCl,2.28368608414,-4.7803193548400005,-2.4966806451599997,3.7331608695699994,-5.754062906719999,-2.0209370932799997,3.20028080925,4.91429158875,26.441613749200002,89.6526206586,89.99881992610001,89.9865260226,-5.1985765,2.26813694408,-7.048456298920001,-4.76481758924,2.2688938115,-8.022956718219998,-4.28983090478,0
45,GeNCl_1,GeNCl,0.744359550562,-3.05808888889,-2.31391111111,2.11275423729,-3.98883966245,-1.87616033755,3.1823016387700003,3.1823016387700003,16.7810746172,89.9758447482,89.9758447482,60.005067973100005,-5.044843,3.20300873032,-6.26109761921,-5.51691984143,3.2048239659,-7.19366362835,-5.08098430345,1
46,GeNBr_0,GeNBr,0.942387596899,-3.3791384615400006,-2.4368615384599996,2.18080291971,-4.20687272727,-2.02612727273,3.2635935123000004,4.8614946399,26.5825072883,89.67830926290002,89.9899615872,89.99592171030001,-4.95639466667,2.24764059804,-5.6267790595800005,-4.684502136499999,2.2453938689,-6.45226659617,-4.27152114163,0
47,GeNBr_1,GeNBr,0.0,-1.90168444,-1.90168444,0.1032,-2.38581818182,-2.28418181818,3.25695468571,3.25695468571,17.1602336318,89.9001752017,89.9001752017,59.6909303658,-4.72992766667,3.03395003527,-4.93563447527,-4.93563447527,3.02598728102,-5.41180546284,-5.3101690991999995,1
48,GeNI_0,GeNI,0.0,-1.42227321,-1.42227321,0.0,-1.69663923,-1.69663923,3.38686802223,4.84582655488,26.0528309402,90.0,90.0,90.0,-4.66122966667,2.80182491985,-4.22409812985,-4.22409812985,2.80527684125,-4.50191607125,-4.50191607125,0
49,GeNI_1,GeNI,0.0,-0.61488522,-0.61488522,0.0,-0.65768002,-0.65768002,3.37164096054,3.37164096054,17.425864005,89.9432279859,89.9432279859,60.0058794867,-4.383229,3.65682064206,-4.27170586206,-4.27170586206,3.56643728424,-4.22411730424,-4.22411730424,1
50,GePF_0,GePF,2.22417509728,-5.05355426357,-2.82944573643,3.0832704402499997,-5.6676050156699995,-2.58439498433,3.68198194393,5.256226903469999,25.4175130204,89.6163232233,89.98808784469999,89.9905550725,-4.8569265,2.05253538378,-7.10608964735,-4.88198112021,2.06605323184,-7.733658247509999,-4.65044821617,0
51,GePF_1,GePF,1.0557435897399998,-5.10079661017,-4.04520338983,1.67447058824,-5.598678362569999,-3.9243216374300003,4.03786810054,4.03786810054,31.749150435100002,89.96671668239999,89.96671668239999,59.4331790483,-4.42214766667,2.25724415013,-7.3580407603,-6.30244753996,2.41678951975,-8.01546788232,-6.34111115718,1
52,GePBr_0,GePBr,1.87055405405,-4.35825589226,-2.48774410774,2.76385390428,-5.01890954774,-2.2550904522599997,3.74693468799,5.53583847314,31.036601476399998,89.5684989041,89.996613416,89.99476529360001,-4.07721633333,1.95894853652,-6.31720442878,-4.4466926442600005,1.96766832515,-6.98657787289,-4.22275877741,0
53,GePBr_1,GePBr,1.57084,-3.3898893805299997,-1.81911061947,2.49594578313,-4.06345045045,-1.56754954955,3.7400391946,3.7400391946,19.6026177205,89.96586073809999,89.96586073809999,60.0288153201,-4.04804866667,2.61195523087,-6.001844611399999,-4.43106585034,2.62155830504,-6.685008755490001,-4.1891078545900005,1
54,GePI_0,GePI,0.940469135802,-3.1036993864999998,-2.1633006135,1.7686787003599997,-3.72731654676,-1.95868345324,3.83405023819,5.53047582354,32.1924874315,89.66710913370001,89.99785420040001,89.99964427450001,-3.86108333333,2.21227409163,-5.315973478129999,-4.37557470513,2.21772858021,-5.94504512697,-4.17641203345,0
55,GePI_1,GePI,0.17064000000000001,-1.85807692308,-1.68792307692,1.03571812081,-2.45781333333,-1.42218666667,3.8224996543199996,3.8224996543199996,20.134544767999998,89.9706307547,89.9706307547,60.0319374869,-3.79147333333,2.95931806796,-4.8173949910400005,-4.64724114488,2.96002394295,-5.41783727628,-4.3822106096199995,1
56,GeAsF_0,GeAsF,1.7140552763799999,-3.886485,-2.172515,2.47597297297,-4.44945,-1.97355,3.84437837125,5.31884860084,19.5325315795,88.6432079785,89.73976073370001,89.9993592202,-4.64930916667,2.45341494488,-6.33989994488,-4.62592994488,2.46738260448,-6.91683260448,-4.44093260448,0
57,GeAsF_1,GeAsF,1.5383132530099999,-4.82910179641,-3.2908982035900003,2.32026431718,-5.416087719299999,-3.0959122807,3.8489810334500003,3.8489810334500003,19.9582898399,90.0,90.0,60.016726751099995,-4.58005833333,2.67629697959,-7.505398776,-5.96719518318,2.73804582182,-8.15413354112,-5.8339581025200005,1
58,GeAsCl_0,GeAsCl,1.79179856115,-4.41537634409,-2.62362365591,2.55817270195,-4.97306666667,-2.41493333333,3.8702190448400002,5.65665260377,30.342281194899996,89.5330231019,89.9990233481,89.9971668915,-4.0691725,1.86503847179,-6.28041481588,-4.4886621277,1.87271888011,-6.84578554678,-4.28765221344,0
59,GeAsCl_1,GeAsCl,1.37604123711,-3.7079846153800005,-2.33201538462,2.1452688172,-4.23360714286,-2.08839285714,3.863209215,3.863209215,19.5318557338,89.9567503238,89.9567503238,60.0608579235,-4.03455666667,2.5969497468,-6.304934362180001,-4.92896513142,2.60559407391,-6.83920121677,-4.69398693105,1
60,GeAsBr_0,GeAsBr,1.6364444444400001,-4.23219847328,-2.5958015267200003,2.3857109826599996,-4.82383573487,-2.4381642651299997,3.9005639110400003,5.709489104709999,31.360121910900002,89.5722135993,89.99925058129999,89.99969747370001,-3.8806595,1.81074181845,-6.04294029173,-4.40654334517,1.81807520828,-6.64191094315,-4.25623947341,0
61,GeAsBr_1,GeAsBr,1.14167272727,-3.4597951807199996,-2.31820481928,1.9157937743200002,-4.02136821705,-2.1056317829499998,3.88698860179,3.88698860179,20.1672671767,89.9560285334,89.9560285334,60.055506177299996,-3.84125866667,2.41852503937,-5.87832022009,-4.7367298586499995,2.42453732262,-6.44590553967,-4.53016910557,1
62,GeAsI_0,GeAsI,1.14029,-3.36161691542,-2.2213830845800002,1.8565016949200002,-3.9522297297300004,-2.09577027027,3.98567073551,5.741921961139999,32.277302073200005,89.5935616299,89.99793371129999,89.9983285767,-3.6781735,2.06128393446,-5.4229008498799995,-4.28266701904,2.06728396433,-6.0195136940600005,-4.163054234600001,0
63,GeAsI_1,GeAsI,0.2125,-2.29506060606,-2.0829393939400003,0.988448275862,-2.8976780821900006,-1.9093219178099998,3.95517307122,3.95517307122,20.8388593372,89.9596628123,89.9596628123,60.0565508941,-3.61393366667,2.61740768262,-4.9124682886799995,-4.70034707656,2.61306220806,-5.51074029025,-4.5223841258699995,1
64,GeSbF_0,GeSbF,1.03163934426,-3.39125203252,-2.35974796748,1.68653333333,-3.9142154696099998,-2.22778453039,4.17141043296,5.42464363031,26.2361847816,89.5580164706,89.9409699007,89.97048890469999,-4.40242366667,2.0316383982,-5.422890430720001,-4.391386365680001,2.03880287146,-5.95301834107,-4.26658740185,0
65,GeSbF_1,GeSbF,0.569806451613,-4.27776190476,-3.70823809524,1.1276106194700002,-4.82271929825,-3.6952807017500002,4.24890875791,4.24890875791,20.0003262789,89.39998978780001,89.39998978780001,63.6228825472,-4.290375,2.69441624559,-6.97217815035,-6.40265434083,2.74664128464,-7.56936058289,-6.44192198639,1
66,GeSbCl_0,GeSbCl,1.22449484536,-3.7232153846199996,-2.49878461538,1.90994117647,-4.24494505495,-2.33505494505,4.18163457075,5.93579138221,31.0115549188,89.5141081767,89.99121718229999,89.99554267280001,-3.83131566667,1.94655027572,-5.6697656603399995,-4.4453348911,1.95329626323,-6.198241318179999,-4.28835120828,0
67,GeSbCl_1,GeSbCl,1.03968,-3.27179470199,-2.23220529801,1.68982300885,-3.7643788546300008,-2.07462114537,4.16990624458,4.16990624458,20.152031224,89.9471233022,89.9471233022,60.0855878111,-3.7758093333300002,2.74721771513,-6.019012417120001,-4.97942301314,2.75234932707,-6.516728181700001,-4.82697047244,1
68,GeSbBr_0,GeSbBr,1.17618848168,-3.6770625,-2.5009375,1.8594254545500002,-4.2156884058,-2.3563115941999997,4.20487263263,6.004979719980001,31.861963168200003,89.54538879530001,89.99931678819999,89.9987543312,-3.65175216667,1.9076777297,-5.5847402296999995,-4.4086152297000005,1.91441851939,-6.13010692519,-4.27073011359,0
69,GeSbBr_1,GeSbBr,0.9443,-3.1016028368799997,-2.15739716312,1.5893181818200002,-3.6071266968300004,-2.01787330317,4.17872106094,4.17872106094,20.837634403800003,89.9479498146,89.9479498146,60.0823859808,-3.59585133333,2.57812081046,-5.6797236473399995,-4.73551797358,2.58144499064,-6.1885716874700005,-4.599318293810001,1
70,GeSbI_0,GeSbI,1.08894416244,-3.18344444444,-2.09455555556,1.73198606272,-3.7209722222199995,-1.98902777778,4.2636041353800005,6.09809069018,32.5989899194,89.5609523185,89.9988357365,89.999482614,-3.46734916667,2.12800021634,-5.311444660779999,-4.2225557719,2.13424081411,-5.8552130363299995,-4.12326859189,0
71,GeSbI_1,GeSbI,0.553022222222,-2.37494505495,-1.8220549450499999,1.22691489362,-2.92042328042,-1.69357671958,4.21342024266,4.21342024266,21.6121090481,89.95072029069999,89.95072029069999,60.0845958882,-3.40234833333,2.7201246667,-5.09506972165,-4.54217961175,2.71265032888,-5.6330736093,-4.40622704846,1
72,GeBisF_0,GeBisF,0.710523809524,-2.89916470588,-2.18883529412,1.29435971223,-3.30811428571,-2.01388571429,4.32501087036,5.3580383125,26.770313417399997,89.56043092799999,89.91861397219999,89.99639720030001,-4.29771466667,1.84296124552,-4.7421259514,-4.03179653964,1.83862698436,-5.14674127007,-3.85251269865,0
73,GeBisF_1,GeBisF,0.185684210526,-3.7934,-3.6086,0.633492063492,-4.23559375,-3.60240625,4.238349113419999,4.238349113419999,22.0,90.0,90.0,63.4737480537,-4.17045,2.66078617543,-6.45418617543,-6.26938617543,2.73918550471,-6.97477925471,-6.3415917547100005,1
74,GeBisCl_0,GeBisCl,0.958366013072,-3.36214285714,-2.4038571428599997,1.55778571429,-3.7908622222199995,-2.23313777778,4.34113502675,5.93242912471,31.3953605901,89.5221589089,89.9946627074,89.9978929574,-3.733967,1.79579921195,-5.15794206909,-4.199656354809999,1.79708258199,-5.587944804209999,-4.03022035977,0
75,GeBisCl_1,GeBisCl,0.405517241379,-3.1066440677999996,-2.7013559322000003,0.864655172414,-3.50926495726,-2.6447350427400003,4.312948660380001,4.312948660380001,20.3773163011,89.93261818629999,89.93261818629999,60.234069908500004,-3.646953,2.62782397007,-5.73446803787,-5.329179902270001,2.65490994128,-6.164174898540001,-5.29964498402,1
76,GeBisBr_0,GeBisBr,0.9370915032680001,-3.3840064935100003,-2.44699350649,1.5322663755500001,-3.8316043478300004,-2.29939565217,4.36681560695,6.016387162439999,32.294553223,89.53334374069999,89.99576572309999,89.9977073024,-3.55813116667,1.76461165924,-5.14861815275,-4.21160516573,1.76739420911,-5.59899855694,-4.06678986128,0
77,GeBisBr_1,GeBisBr,0.361132075472,-2.96844444444,-2.60755555556,0.819122807018,-3.3789999999999996,-2.56,4.31938895665,4.31938895665,21.1111492961,89.91779232879999,89.91779232879999,60.1636353127,-3.46937333333,2.46858204814,-5.43702649258,-5.0761376036999994,2.49502192309,-5.87402192309,-5.05502192309,1
78,GeBisI_0,GeBisI,0.95289017341,-3.0534137931,-2.1005862069,1.52798418972,-3.50696850394,-1.9790314960599997,4.42731952253,6.12080689992,33.2369902367,89.5660771349,89.9993500066,89.9995641879,-3.38036266667,1.97460039422,-5.02801418732,-4.07518660112,1.97901514441,-5.48598364835,-3.9580466404699997,0
79,GeBisI_1,GeBisI,0.16584615384600002,-2.3787037037,-2.2132962963,0.635845360825,-2.80735714286,-2.17164285714,4.3438643924500004,4.3438643924500004,21.9305263497,89.9218900673,89.9218900673,60.167853174899996,-3.28439326667,2.59509846331,-4.97380216701,-4.80839475961,2.61144830176,-5.41880544462,-4.7830911589,1
80,SnNF_0,SnNF,1.4724251497,-6.57166071429,-5.09933928571,2.6625055350599998,-7.5407169117600015,-4.87828308824,3.47289735876,5.41898229202,25.2946927077,89.212178348,89.9547444203,89.98751572629999,-5.38621016667,2.09452717027,-8.66618788456,-7.19386645598,2.11742011459,-9.658137026350001,-6.99570320283,0
