,Phase,Compound,Band gap (eV),VBM (eV),CBM (eV),HSE-gap (eV),HSE-VBM (eV),HSE-CBM (eV),a1 (A),a2 (A),a3 (A),alpha,beta,gamma,Cohesive energy (eV/atom),Vacuum level (eV),VBM Absolute (eV),CBM Absolute (eV),HSE vacuum level (eV),HSE-VBM Absolute (eV),HSE-CBM Absolute (eV),Phase index
81,SnNF_1,SnNF,1.3459571428600001,-5.8444113475199995,-4.4985886524800005,2.7487452471499996,-7.01633333333,-4.26766666667,3.43520145077,3.43520145077,16.3398461815,89.96807131790001,89.96807131790001,60.0130927004,-5.331098,3.44654721738,-9.290958564899999,-7.9451358698600005,3.52459840654,-10.54093173987,-7.79226507321,1
82,SnNCl_0,SnNCl,1.34162051282,-5.1317755102,-3.7902244898000004,2.50106666667,-6.0235105740199995,-3.5224894259800004,3.5102925674199996,5.35624099475,27.4627207471,89.70143783040001,89.99688226200001,89.9950756233,-4.852226,2.22632242177,-7.35809793197,-6.01654691157,2.23384017459,-8.25735074861,-5.75632960057,0
83,SnNCl_1,SnNCl,0.39728,-3.7814901960800005,-3.3845098039200003,1.62255670103,-4.73523589744,-3.11276410256,3.4666835066800004,3.4666835066800004,17.9540666076,89.9689229034,89.9689229034,60.012538627,-4.759162,3.16300525519,-6.944495451270001,-6.54751505911,3.18211272337,-7.9173486208099995,-6.29487682593,1
84,SnNBr_0,SnNBr,0.768362831858,-4.2356228070199995,-3.4673771929800004,1.8597599999999999,-5.09735059761,-3.23764940239,3.5538421184300004,5.2904553520499995,27.7878280518,89.797606105,89.9998248905,89.9974201421,-4.6596519999999995,2.19137730359,-6.427000110609999,-5.65875449657,2.19612607829,-7.2934766759,-5.43377548068,0
85,SnNBr_1,SnNBr,0.0,-2.74030499,-2.74030499,0.0574,-3.22283333333,-3.16816666667,3.51190353505,3.51190353505,18.1675528606,89.99003474370001,89.99003474370001,59.8959112463,-4.531374,2.97099591486,-5.71130090486,-5.71130090486,3.03857723407,-6.2614105674000005,-6.206743900739999,1
86,SnNI_0,SnNI,0.6184444444439999,-2.15464835165,-1.5363516483500002,1.58676056338,-2.8673457943900003,-1.28065420561,3.94851746852,4.15060095753,26.7596390844,89.90689102370001,72.1101947719,89.9821866432,-4.51887333333,3.24770459714,-5.40235294879,-4.7840562454899995,3.23611712453,-6.10346291892,-4.51677133014,0
87,SnNI_1,SnNI,0.0,-0.7704850999999999,-0.7704850999999999,0.0,-0.81164944,-0.81164944,3.5297573340800006,3.5297573340800006,18.3030052177,90.0,90.0,60.01672675100001,-4.256507,3.52228795053,-4.29277305053,-4.29277305053,3.51205531719,-4.323704757190001,-4.323704757190001,1
88,SnPF_0,SnPF,2.21754887218,-4.93324344569,-2.71575655431,2.9816940063099997,-5.487317610060001,-2.50568238994,3.9608531495199997,5.608329586900001,25.927438665,89.3629412431,89.9816681377,89.9811910264,-4.6087135,2.04370056742,-6.97694401311,-4.75945712173,2.05686455309,-7.544182163150001,-4.56254694303,0
89,SnPF_1,SnPF,1.8588737864099998,-5.0378937198100004,-3.17910628019,2.66776119403,-5.62684386617,-2.95915613383,3.9897570012199997,3.9897570012199997,18.351424681199997,89.98998811620001,89.98998811620001,60.034479574399995,-4.54303833333,3.05335274855,-8.091246468360001,-6.23245902874,3.12799609444,-8.75483996061,-6.08715222827,1
90,SnPCl_0,SnPCl,2.14249266862,-4.88722807018,-2.7447719298199997,2.9801575179000004,-5.45206190476,-2.47193809524,3.9869485970699996,5.86687576633,30.9227587407,89.5651697264,89.99347140290001,89.99595203370001,-4.06447283333,1.99515293933,-6.88238100951,-4.73992486915,2.00757269988,-7.45963460464,-4.4795107951199995,0
91,SnPCl_1,SnPCl,1.7577865612599999,-4.19486614173,-2.43713385827,2.56202654867,-4.73249117647,-2.1705088235299996,3.9940177621699995,3.9940177621699995,20.276518285399998,89.9635241934,89.9635241934,60.021852965200004,-4.03625533333,2.75245109056,-6.9473172322900005,-5.18958494883,2.77698151076,-7.50947268723,-4.94749033429,1
92,SnPBr_0,SnPBr,1.95920689655,-4.625084375,-2.665915625,2.8035766423400004,-5.23377184466,-2.43022815534,4.00936091504,5.902438039140001,31.973934911100002,89.58460472819999,89.99357570379999,89.9970908805,-3.88642383333,1.9325032984,-6.5575876734000005,-4.5984189234,1.94510096093,-7.17887280559,-4.3753291162700005,0
93,SnPBr_1,SnPBr,1.52840707965,-3.8486740088099998,-2.3203259911900003,2.3825276073599997,-4.4512415902099995,-2.06875840979,4.007449415330001,4.007449415330001,20.8102938114,89.96504168940001,89.96504168940001,60.0217815163,-3.85967133333,2.5622868339,-6.41096084271,-4.88261282509,2.58190619004,-7.033147780249999,-4.65066459983,1
94,SnPI_0,SnPI,1.39998023715,-3.59946850394,-2.1995314960599996,2.2332369146,-4.22310164835,-1.98989835165,4.07178698253,5.91734035294,32.694238024499995,89.6319722218,89.9991169505,89.99824596290001,-3.6918714999999995,2.17174283227,-5.7712113362099995,-4.371274328329999,2.18228864433,-6.40539029268,-4.17218699598,0
95,SnPI_1,SnPI,0.573195652174,-2.53003225806,-1.95696774194,1.43819444444,-3.17356682028,-1.73543317972,4.0589087052999995,4.0589087052999995,21.2031534173,89.96822980610001,89.96822980610001,60.022846693199995,-3.65039933333,2.75090253843,-5.2809347964899995,-4.70787028037,2.75718950985,-5.93075633013,-4.49262268957,1
96,SnAsF_0,SnAsF,1.77846728972,-4.40819534884,-2.62980465116,2.4514318181799997,-4.93318113208,-2.48181886792,4.11279860568,5.5888228687599995,26.300386565700002,89.51971197489999,89.9189432994,89.98350020209999,-4.44321383333,1.88819090879,-6.296386257629999,-4.51799555995,1.89810078882,-6.8312819208999995,-4.37991965674,0
97,SnAsF_1,SnAsF,1.2366666666700001,-4.79276978417,-3.55623021583,1.91756701031,-5.34873333333,-3.43126666667,4.14049407771,4.14049407771,18.8019990556,89.7807807073,89.7807807073,60.3592629569,-4.35368766667,2.86989118786,-7.66266097203,-6.42612140369,2.9357132243,-8.28444655763,-6.366979890970001,1
98,SnAsCl_0,SnAsCl,1.77944366197,-4.5492,-2.7698,2.4959047619,-5.07093296089,-2.57506703911,4.13069836989,5.9584017038,31.4064474077,89.5429415691,89.9996815191,89.9987973636,-3.89843666667,1.85060844954,-6.39980844954,-4.62040844954,1.86072703315,-6.931659994039999,-4.43579407226,0
99,SnAsCl_1,SnAsCl,1.2416444444399999,-4.03878453039,-2.79721546961,1.9098627450999999,-4.53440234375,-2.62459765625,4.134418698919999,4.134418698919999,20.7928746127,89.955531364,89.955531364,60.0436020785,-3.849966,2.59629514912,-6.6350796795099996,-5.39351061873,2.61531935306,-7.1497216968099995,-5.23991700931,1
100,SnAsBr_0,SnAsBr,1.66016236162,-4.40305882353,-2.74294117647,2.37449142857,-4.95672649573,-2.5822735042700002,4.14986478672,6.013549214509999,32.436650912,89.5265599838,89.9980175191,89.9984900673,-3.7226735,1.80167241441,-6.204731237940001,-4.54461359088,1.8124196867,-6.76914618243,-4.39469319097,0
101,SnAsBr_1,SnAsBr,1.1362899408299998,-3.7956058823500003,-2.65939411765,1.8294047619,-4.31717391304,-2.4878260869599997,4.14320717884,4.14320717884,21.3829465268,89.9567655914,89.9567655914,60.0424629188,-3.67845166667,2.41077541701,-6.20638129936,-5.07016953466,2.42569782071,-6.74287173375,-4.913523907669999,1
102,SnAsI_0,SnAsI,1.3729397590399999,-3.692448,-2.319552,2.07315929204,-4.26106176471,-2.1879382352900003,4.21026179121,6.0521727184300005,33.2706867778,89.5676603858,89.9989777774,89.9995694976,-3.5347955,2.02483301248,-5.71728101248,-4.34438501248,2.03433534709,-6.2953971118,-4.22227358238,0
103,SnAsI_1,SnAsI,0.585063157895,-2.85696875,-2.27203125,1.339,-3.45146829268,-2.11253170732,4.18402334577,4.18402334577,21.9874429065,89.9583734365,89.9583734365,60.045166092200006,-3.48372566667,2.54847005081,-5.40543880081,-4.82050130081,2.54998461201,-6.00145290469,-4.66251631933,1
104,SnSbF_0,SnSbF,1.11516176471,-3.2520218978099997,-2.13697810219,1.68603243243,-3.7349677419400003,-2.04903225806,4.43766941889,5.52756536184,25.8542941141,89.58488712120001,89.88087233600001,89.9812423663,-4.22708733333,2.14551981399,-5.3975417118,-4.2824979161800005,2.1527324293,-5.887700171240001,-4.20176468736,0
105,SnSbF_1,SnSbF,1.02029310345,-4.25657264957,-3.2364273504299996,1.60814457831,-4.78451497006,-3.1764850299400003,4.46401558887,4.46401558887,19.5046517705,89.98730629389999,89.98730629389999,60.3090972496,-4.10821633333,2.94705926516,-7.20363191473,-6.18348661559,3.00269487492,-7.78720984498,-6.17917990486,1
106,SnSbCl_0,SnSbCl,1.2851818181799999,-3.83606190476,-2.5509380952400003,1.8876788321200002,-4.32681454545,-2.43918545455,4.43959021209,6.161844187430001,31.9189417519,89.50274358780001,89.9950536309,89.9958159317,-3.68281466667,1.92321424451,-5.759276149270001,-4.474152339750001,1.93236762403,-6.259182169480001,-4.37155307858,0
107,SnSbCl_1,SnSbCl,1.04430322581,-3.62460897436,-2.58039102564,1.63547321429,-4.09820444444,-2.46279555556,4.43822228442,4.43822228442,21.407744653199998,89.9473062965,89.9473062965,60.0684899391,-3.6087559999999996,2.70184068628,-6.32644966064,-5.28223171192,2.71424953432,-6.812453978760001,-5.17704508988,1
108,SnSbBr_0,SnSbBr,1.24895169082,-3.8069471153800003,-2.55805288462,1.85424460432,-4.30859856631,-2.45440143369,4.45363608489,6.250382378029999,32.9920795389,89.5482338672,89.993364962,89.99955212540002,-3.51057283333,1.87304489292,-5.6799920083,-4.43109777754,1.88222339018,-6.19082195649,-4.33662482387,0
109,SnSbBr_1,SnSbBr,0.9970331125830001,-3.43247368421,-2.4355263157900002,1.59505333333,-3.9199955752199998,-2.32500442478,4.43752400459,4.43752400459,22.0717490137,89.94829828620001,89.94829828620001,60.0683275615,-3.443236,2.52491460439,-5.957388288600001,-4.96044092018,2.53423266858,-6.454228243799999,-4.85923709336,1
110,SnSbI_0,SnSbI,1.1966846846799999,-3.40631838565,-2.20968161435,1.80375081967,-3.9148562091500003,-2.11114379085,4.49553208485,6.3648731205299995,33.8419640965,89.57297078090001,89.9971618782,89.9996050316,-3.33116216667,2.05819381837,-5.46451220402,-4.26787543272,2.06646627282,-5.98132248197,-4.17761006367,0
111,SnSbI_1,SnSbI,0.809649635036,-2.8317826087,-2.0222173913,1.42365470852,-3.3382991071399997,-1.9147008928599998,4.45370391399,4.45370391399,22.8148264562,89.9496343021,89.9496343021,60.0660597137,-3.266682,2.60997827649,-5.44176088519,-4.6321956677900005,2.60812452975,-5.94642363689,-4.5228254226099995,1
112,SnBisF_0,SnBisF,0.765107526882,-2.7849680851099996,-2.02003191489,1.2588561151100002,-3.1608642857099998,-1.9021357142900002,4.58858280042,5.40732438011,26.741071899,89.61911815139999,89.9728963365,89.9965609865,-4.14570683333,1.9517899413,-4.7367580264099995,-3.97182185619,1.94724037039,-5.1081046561,-3.8493760846800003,0
113,SnBisF_1,SnBisF,0.497142857143,-3.9874210526300002,-3.49057894737,0.9299791666670001,-4.43139175258,-3.5016082474199997,4.59005213286,4.59005213286,19.658653822,89.979253896,89.979253896,60.3815559996,-3.9967230000000002,2.856141101,-6.84356215363,-6.34672004837,2.93151994039,-7.36291169297,-6.4331281878099995,1
114,SnBisCl_0,SnBisCl,1.02014457831,-3.45503592814,-2.43496407186,1.54454867257,-3.85674449339,-2.3122555066099997,4.5985302015,6.10168018331,32.3818906328,89.5079413188,89.9972971238,89.9982553003,-3.60203483333,1.79034916032,-5.24538508846,-4.2253132321799995,1.79329429947,-5.65003879286,-4.10554980608,0
115,SnBisCl_1,SnBisCl,0.513157894737,-3.4444935064899997,-2.93150649351,0.9463384615379999,-3.8411145038199996,-2.8948854961799997,4.57009056565,4.57009056565,21.6682433391,89.92130354,89.92130354,60.1357235567,-3.4964016666699997,2.61604477973,-6.06053828622,-5.54755127324,2.65037589384,-6.49149039766,-5.54526139002,1
116,SnBisBr_0,SnBisBr,0.998891566265,-3.48091017964,-2.4820898203599997,1.5221790393,-3.9005608695699996,-2.37843913043,4.6187966307199995,6.1954669011800005,33.4160464473,89.53948379190001,89.9967277573,89.99978916090001,-3.43161566667,1.75327529973,-5.23418547937,-4.23536512009,1.75765282848,-5.65821369805,-4.13609195891,0
117,SnBisBr_1,SnBisBr,0.489891891892,-3.27236,-2.7826400000000002,0.9168923076919999,-3.66789312977,-2.75110687023,4.566752166030001,4.566752166030001,22.355202066999997,89.92192987790001,89.92192987790001,60.136912687700004,-3.3314287000000005,2.44705710205,-5.71941710205,-5.22969710205,2.47910494928,-6.14699807905,-5.23021181951,1
118,SnBisI_0,SnBisI,1.02265263158,-3.22929842932,-2.20670157068,1.5418604651199999,-3.64390733591,-2.10209266409,4.6589364671,6.3397460711699996,34.5244016984,89.55921784790002,89.9966729789,89.9981565406,-3.25572166667,1.93043526352,-5.15973369284,-4.1371368342,1.93076851919,-5.5746758551,-4.03286118328,0
119,SnBisI_1,SnBisI,0.39254545454499995,-2.74668656716,-2.35431343284,0.8364848484849999,-3.15619548872,-2.31980451128,4.57639740322,4.57639740322,23.1246641908,89.9236370068,89.9236370068,60.135855075200006,-3.15859856667,2.5201353498,-5.26682191696,-4.87444878264,2.54144328715,-5.69763877587,-4.86124779843,1
120,PbNF_0,PbNF,1.004625,-4.47473451327,-3.4702654867300002,1.54037579618,-5.15862658228,-3.6183734177199995,3.5033785986800003,5.9179845245700005,14.4615186027,89.556679802,89.8399217844,89.94850576719999,-4.786341,2.98344772066,-7.45818223393,-6.453713207390001,2.99375281644,-8.15237939872,-6.61212623416,0
121,PbNF_1,PbNF,0.47528000000000004,-6.74496078431,-6.27003921569,1.18526086957,-7.61604310345,-6.43095689655,3.62200345704,3.62200345704,21.626011156999997,89.810957754,89.810957754,60.31710050939999,-4.597004,2.97380005041,-9.71876083472,-9.2438392661,3.0604951183,-10.67653822175,-9.49145201485,1
122,PbNCl_0,PbNCl,0.833225806452,-5.46256,-4.62944,1.56079425837,-6.30036190476,-4.73963809524,3.700845495880001,5.1368371471900005,28.4430743057,89.7470166102,89.9949682575,89.9973784131,-4.17584666667,2.23222687817,-7.6947868781699995,-6.86166687817,2.23406395923,-8.53442586399,-6.9737020544699995,0
123,PbNCl_1,PbNCl,0.0,-4.31346465,-4.31346465,0.473035087719,-5.22687931034,-4.75412068966,3.65130011339,3.65130011339,18.814424325799997,89.9680763296,89.9680763296,60.0212112334,-4.13185666667,2.92093140019,-7.23439605019,-7.23439605019,2.94851633719,-8.17539564753,-7.70263702685,1
124,PbNBr_0,PbNBr,0.498108108108,-4.39646666667,-3.89853333333,1.19447852761,-5.23419512195,-4.03980487805,3.7661854233800005,4.62404902134,29.1150350596,89.7869099228,89.9943144263,89.9863451255,-4.02603516667,2.35238849894,-6.74885516561,-6.25092183227,2.34582616597,-7.58002128792,-6.38563104402,0
125,PbNBr_1,PbNBr,0.0,-3.41536086,-3.41536086,0.0546,-4.0315,-3.9795,3.68826385149,3.68826385149,18.9271715948,89.9625622624,89.9625622624,59.8646176947,-3.97138866667,2.73439384287,-6.14975470287,-6.14975470287,2.77475126186,-6.80625126186,-6.75425126186,1
126,PbNI_0,PbNI,0.0,-2.60756078,-2.60756078,0.0,-3.00333074,-3.00333074,4.146565463480001,4.35638059669,26.2390740418,89.6771385201,72.49859495220001,89.91394773200001,-3.94281516667,3.10716696209,-5.71472774209,-5.71472774209,3.0772075668,-6.080538306799999,-6.080538306799999,0
127,PbNI_1,PbNI,0.0,-2.04767001,-2.04767001,0.0,-2.27396941,-2.27396941,3.7482575624,3.7482575624,18.7562346391,89.97169819870001,89.97169819870001,60.204441755,-3.80502333333,3.13483084455,-5.18250085455,-5.18250085455,3.15271139263,-5.42668080263,-5.42668080263,1
128,PbPF_0,PbPF,1.28911392405,-4.45700628931,-3.1679937106900002,1.8619902438999998,-4.91995145631,-3.05804854369,4.0748091650300005,5.8985951664,24.1190733881,89.4065523384,89.998495405,89.96491357049999,-4.19248966667,2.01178018278,-6.46878647209,-5.17977389347,2.01723736992,-6.93718882623,-5.07528591361,0
129,PbPF_1,PbPF,0.874313131313,-5.32457,-4.45043,1.42323287671,-5.87755102041,-4.4544489795899995,4.151805738269999,4.151805738269999,20.0,90.0,90.0,60.3671658224,-4.060439,2.99704878985,-8.32161878985,-7.44747878985,3.09577643886,-8.973327459270001,-7.550225418449999,1
130,PbPCl_0,PbPCl,1.25827586207,-4.78210784314,-3.5238921568599997,1.8587686567200001,-5.30285873606,-3.4441412639399998,4.17195606586,5.979352506130001,29.7535978732,89.5158159067,89.9984341043,89.99862464030001,-3.6904795,1.99916535022,-6.781273193360001,-5.52305750708,2.01310280475,-7.31596154081,-5.45724406869,0
131,PbPCl_1,PbPCl,0.804521367521,-4.43170338983,-3.6272966101699997,1.34781111111,-4.928364640880001,-3.5806353591199995,4.169799021319999,4.169799021319999,20.9400780503,89.9529096089,89.9529096089,60.0466260332,-3.61862266667,2.70909029007,-7.1407936799,-6.336386900239999,2.74247329021,-7.67083793109,-6.323108649329999,1
132,PbPBr_0,PbPBr,1.1340645161299998,-4.53,-3.3960000000000004,1.7184782608700002,-5.09271259843,-3.37428740157,4.20673996107,5.98228267867,30.751149851100003,89.57021357290002,89.99147177530001,89.99902892040001,-3.5361805,1.9526272581,-6.4826272581,-5.3486272581000005,1.96830532972,-7.06101792815,-5.34259273129,0
133,PbPBr_1,PbPBr,0.621217391304,-4.03053763441,-3.40946236559,1.2463255814,-4.606121387280001,-3.35987861272,4.17465117382,4.17465117382,21.4313474682,89.9542750067,89.9542750067,60.047336369700005,-3.47176766667,2.5048466231,-6.53538425751,-5.91430898869,2.52953888741,-7.135660274690001,-5.88941750013,1
134,PbPI_0,PbPI,0.9189397590360001,-3.65943712575,-2.74056287425,1.4333030303,-4.218125,-2.784875,4.29355729613,5.98501625748,31.1198266592,89.6420305924,89.9968464243,89.99627123360001,-3.37598066667,2.20712390217,-5.86656102792,-4.94768677642,2.22511510704,-6.443240107039999,-5.00999010704,0
135,PbPI_1,PbPI,0.0,-2.85366671,-2.85366671,0.574046511628,-3.4694482758599996,-2.89555172414,4.214652549019999,4.214652549019999,21.806090735700003,89.9627251207,89.9627251207,60.0507129877,-3.30181376667,2.62469040553,-5.478357115530001,-5.478357115530001,2.64209787018,-6.11154614604,-5.53764959432,1
136,PbAsF_0,PbAsF,0.9882,-3.96803305785,-2.97996694215,1.5131212121200002,-4.4290060241,-2.9159939758999998,4.365450774,5.33942537982,24.8138879662,89.3678032766,89.9963205455,89.99307876559999,-4.083232,1.95949304222,-5.927526100070001,-4.93945998437,1.96175209779,-6.39075812189,-4.87774607369,0
137,PbAsF_1,PbAsF,0.756388235294,-4.62159302326,-3.86540697674,1.3092537313400001,-5.12755555556,-3.81844444444,4.07581269401,4.07581269401,21.1344899789,90.0,90.0,60.01672675100001,-3.87722133333,3.04654421893,-7.668137242189999,-6.9119511956699995,3.1460001197,-8.273555675259999,-6.96444456414,1
138,PbAsCl_0,PbAsCl,1.14322702703,-4.467080645159999,-3.32391935484,1.6588235294100002,-4.96088284519,-3.30211715481,4.33875449402,5.95645465788,30.5235123947,89.4793566642,89.99944648889999,89.9982230387,-3.58534083333,1.85687589667,-6.3239565418299994,-5.18079525151,1.86763026244,-6.82851310763,-5.16974741725,0
139,PbAsCl_1,PbAsCl,0.548375,-4.31760493827,-3.7693950617300005,1.00263703704,-4.78726470588,-3.7847352941199994,4.31054673731,4.31054673731,21.3845095082,89.94076149860001,89.94076149860001,60.1087735779,-3.48501433333,2.59597647631,-6.913581414579999,-6.365371538040001,2.62807710432,-7.4153418102,-6.41281239844,1
140,PbAsBr_0,PbAsBr,1.0640228571400001,-4.30997727273,-3.24602272727,1.5713162393200002,-4.8336297872300005,-3.26237021277,4.379410568530001,5.97958644476,31.4799898125,89.5479194017,89.9981998926,89.999855834,-3.43201966667,1.82019212216,-6.13016939489,-5.0662148494300006,1.83326371378,-6.6668935010100006,-5.095633926550001,0
141,PbAsBr_1,PbAsBr,0.471085714286,-4.01245070423,-3.5415492957699994,0.96022556391,-4.51305970149,-3.5529402985100003,4.30789218469,4.30789218469,21.9811025642,89.93962150870001,89.93962150870001,60.0837125016,-3.33970466667,2.39552201082,-6.4079727150500005,-5.937071306589999,2.4196610989,-6.932720800389999,-5.97260139741,1
142,PbAsI_0,PbAsI,0.969897727273,-3.6894180791,-2.7195819208999996,1.4251810344799998,-4.20506437768,-2.77993562232,4.449889743,6.04056811385,32.3710197533,89.6211994802,89.99800095030001,89.9971441727,-3.27456783333,2.02941746801,-5.71883554711,-4.74899938891,2.04409436992,-6.2491587476,-4.82402999224,0
143,PbAsI_1,PbAsI,0.042,-3.069,-3.029,0.61685106383,-3.6673578947400003,-3.0506421052599997,4.335063912869999,4.335063912869999,22.5228057254,89.94465225020001,89.94465225020001,60.0895912432,-3.1771152000000003,2.48179395066,-5.55079395066,-5.51079395066,2.49166585358,-6.15902374832,-5.5423079588399995,1
144,PbSbF_0,PbSbF,0.20108695652199998,-2.16470833333,-1.9642916666699999,0.6328260869569999,-2.5797857142900003,-1.9472142857099999,4.75093577058,5.0459179023,20.3853432348,89.44142787770001,89.92921689309999,89.70013531200001,-3.94935633333,2.78596776572,-4.95067609905,-4.75025943239,2.78539295392,-5.3651786682100004,-4.73260723963,0
145,PbSbF_1,PbSbF,0.399652173913,-4.949148936169999,-4.54985106383,0.7425641025640001,-5.4621645569599995,-4.71983544304,4.76556142701,4.76556142701,22.0,90.0,90.0,60.66976116399999,-3.738813,2.77386338223,-7.7230123183999995,-7.32371444606,2.85872852753,-8.320893084489999,-7.57856397057,1
146,PbSbCl_0,PbSbCl,0.745016393443,-3.71795934959,-2.97304065041,1.2225083798899998,-4.17671666667,-2.9542833333300003,4.68389697501,5.9938526671500005,31.4691587977,89.5482758043,89.99874260850001,89.99878005020001,-3.4356690000000003,1.92760785123,-5.64556720082,-4.90064850164,1.93551392361,-6.11223059028,-4.889797256940001,0
147,PbSbCl_1,PbSbCl,0.455,-3.9484057971,-3.4935942029000002,0.848256410256,-4.40006779661,-3.55193220339,4.61280841799,4.61280841799,21.984381689699998,89.91942462,89.91942462,60.1348988213,-3.29875116667,2.71404933605,-6.66245513315,-6.20764353895,2.74198773461,-7.1420555312200005,-6.293919938,1
148,PbSbBr_0,PbSbBr,0.7248833333329999,-3.7178925619800003,-2.99310743802,1.20307692308,-4.19250273224,-2.9894972677599996,4.69566122716,6.12284243474,32.434671078200005,89.5281855765,89.998863629,89.9999087663,-3.28174283333,1.88134214587,-5.59923470785,-4.87444958389,1.89152614648,-6.08402887872,-4.8810234142399995,0
149,PbSbBr_1,PbSbBr,0.417857142857,-3.701328125,-3.283671875,0.818879310345,-4.15388034188,-3.3351196581200004,4.60023738592,4.60023738592,22.6052021737,89.92296341030001,89.92296341030001,60.145185814099996,-3.15522396667,2.52615749481,-6.22748561981,-5.80982936981,2.54770921999,-6.70158956187,-5.882828878110001,1
150,PbSbI_0,PbSbI,0.770704225352,-3.3673146853099998,-2.59668531469,1.23184466019,-3.83989371981,-2.6081062801900003,4.740021886469999,6.26825487867,33.2504148604,89.5745649816,89.9976219221,89.9964439482,-3.12344366667,2.06174883979,-5.4290635251,-4.65843415448,2.07305003679,-5.912943756600001,-4.681156316980001,0
151,PbSbI_1,PbSbI,0.253523809524,-3.05862790698,-2.80537209302,0.704468468468,-3.5521785714300003,-2.84782142857,4.6053654164,4.6053654164,23.337582422399997,89.9220460192,89.9220460192,60.1357563131,-3.00221103333,2.56671208518,-5.62533999216,-5.3720841782,2.57424946107,-6.1264280325,-5.4220708896400005,1
152,PbBisF_0,PbBisF,0.0,-2.35260042,-2.35260042,0.327714285714,-2.65061111111,-2.3233888888900003,4.83924770816,5.05724311185,26.0942654284,89.7004846239,89.98307571129999,89.9943231791,-3.90788666667,2.04732064847,-4.39992106847,-4.39992106847,2.03612771491,-4.68673882602,-4.3595166038,0
153,PbBisF_1,PbBisF,0.21666666666700002,-4.234,-4.018,0.527509090909,-4.6670892857099995,-4.13991071429,4.70273456074,4.70273456074,20.234739200699998,89.8864023142,89.8864023142,60.171124163100004,-3.6639459999999997,2.96924687577,-7.203246875770001,-6.9872468757699995,3.07574369282,-7.74283297853,-7.21565440711,1
154,PbBisCl_0,PbBisCl,0.517023809524,-3.36794117647,-2.85105882353,0.949467625899,-3.7376857142900004,-2.78831428571,4.86214968075,5.8688501649,32.2939378283,89.54361959629999,89.99836103129999,89.9997742779,-3.39314616667,1.79655312558,-5.1644943020500005,-4.64761194911,1.79855872191,-5.5362444362000005,-4.5868730076199995,0
155,PbBisCl_1,PbBisCl,0.18688888888900002,-3.77721428571,-3.5907857142900004,0.488149253731,-4.15797058824,-3.67002941176,4.731146556050001,4.731146556050001,22.184795618400003,89.876464211,89.876464211,60.2397948569,-3.217376,2.65588174204,-6.4330960277500004,-6.24666745633,2.70750594371,-6.865476531950001,-6.37753535547,1
156,PbBisBr_0,PbBisBr,0.52288372093,-3.42187356322,-2.8991264367799996,0.954069444444,-3.8114896551699995,-2.8575103448299997,4.8757924632,6.01385311831,33.2048390695,89.5335086132,89.9923203503,89.99731534690001,-3.23841283333,1.7610411049,-5.1829146681200005,-4.66016754168,1.76607207103,-5.577561726199999,-4.62358241586,0
157,PbBisBr_1,PbBisBr,0.158695652174,-3.56008333333,-3.40191666667,0.460753846154,-3.94077272727,-3.48022727273,4.72066527428,4.72066527428,22.8479371541,89.87751847930001,89.87751847930001,60.2404026035,-3.07293836667,2.47174515097,-6.0318284843,-5.87366181764,2.51834596759,-6.459118694860001,-5.998573240320001,1
158,PbBisI_0,PbBisI,0.621719298246,-3.19631304348,-2.57468695652,1.05269662921,-3.59981564246,-2.54718435754,4.903114133380001,6.20575205627,34.2399065138,89.5993848841,89.9984220416,89.99667596040001,-3.07911533333,1.92807231266,-5.1243853561399995,-4.50275926918,1.93681502394,-5.5366306664,-4.48399938148,0
159,PbBisI_1,PbBisI,0.06233333333330001,-2.9841,-2.9229,0.391426229508,-3.3821129032300004,-2.99088709677,4.7151587267699995,4.7151587267699995,23.617839441799998,89.8820189442,89.8820189442,60.237362781,-2.9207301,2.50543354129,-5.48953354129,-5.42833354129,2.53795641079,-5.920069314020001,-5.5288435075599995,1
